number ,value  ,datetime_start             ,datetime_complete          ,duration               ,params_lgbm__bagging_fraction ,params_lgbm__bagging_freq ,params_lgbm__feature_fraction ,params_lgbm__lambda_l1 ,params_lgbm__lambda_l2 ,params_lgbm__min_child_samples ,params_lgbm__n_estimators ,params_lgbm__num_leaves ,state
167    ,-0.276 ,2021-10-26 21:10:17.571735 ,2021-10-26 21:10:34.654445 ,0 days 00:00:17.082710 ,0.455025768179424             ,4                         ,0.7640372872173955            ,0.04078978503137578    ,0.5885620624785526     ,73                             ,513                       ,54                      ,COMPLETE
206    ,-0.241 ,2021-10-26 21:11:33.019373 ,2021-10-26 21:11:52.898348 ,0 days 00:00:19.878975 ,0.5060101910803624            ,6                         ,0.6818427754380652            ,0.017355653558402382   ,0.007783290760400662   ,15                             ,353                       ,178                     ,COMPLETE
91     ,-0.218 ,2021-10-26 21:07:42.900157 ,2021-10-26 21:08:03.630991 ,0 days 00:00:20.730834 ,0.6862086735338073            ,4                         ,0.8143055652386474            ,0.2992009794860024     ,3.8701594020530017     ,40                             ,563                       ,216                     ,COMPLETE
162    ,-0.205 ,2021-10-26 21:10:09.950750 ,2021-10-26 21:10:35.411986 ,0 days 00:00:25.461236 ,0.4335233469410581            ,4                         ,0.7660240637244459            ,0.12523591584167643    ,3.3632856527475586e-05 ,38                             ,547                       ,204                     ,COMPLETE
333    ,-0.203 ,2021-10-26 21:16:16.001380 ,2021-10-26 21:16:37.185140 ,0 days 00:00:21.183760 ,0.4635679554194574            ,7                         ,0.557984835486678             ,3.269360998957121e-05  ,0.011659145139652053   ,24                             ,359                       ,173                     ,COMPLETE
313    ,-0.173 ,2021-10-26 21:15:33.345049 ,2021-10-26 21:15:55.347381 ,0 days 00:00:22.002332 ,0.4210933351305638            ,7                         ,0.6946970963396895            ,0.03078483174910809    ,0.0022573761291782815  ,20                             ,412                       ,180                     ,COMPLETE
273    ,-0.16  ,2021-10-26 21:14:10.334359 ,2021-10-26 21:14:27.330936 ,0 days 00:00:16.996577 ,0.4533878093114574            ,7                         ,0.6492622633554103            ,0.010418848075722726   ,0.0012332335086673984  ,28                             ,387                       ,13                      ,COMPLETE
222    ,-0.137 ,2021-10-26 21:12:20.256336 ,2021-10-26 21:12:36.540890 ,0 days 00:00:16.284554 ,0.49341621894320165           ,6                         ,0.6762872516613477            ,0.05709150814042867    ,0.0037142111718559377  ,24                             ,424                       ,165                     ,COMPLETE
257    ,-0.122 ,2021-10-26 21:13:38.134378 ,2021-10-26 21:13:50.324152 ,0 days 00:00:12.189774 ,0.4651174381767913            ,7                         ,0.5560905826156177            ,0.01741200918495845    ,0.010647287347360106   ,31                             ,400                       ,9                       ,COMPLETE
217    ,-0.112 ,2021-10-26 21:12:05.865746 ,2021-10-26 21:12:26.407694 ,0 days 00:00:20.541948 ,0.5444786131970574            ,6                         ,0.6706732677631011            ,0.009216548929815882   ,0.01749922058854473    ,20                             ,404                       ,171                     ,COMPLETE
191    ,-0.096 ,2021-10-26 21:10:55.400340 ,2021-10-26 21:11:17.171858 ,0 days 00:00:21.771518 ,0.5276397276154536            ,5                         ,0.718754353715332             ,3.3953885725117843     ,0.0014866572075453975  ,84                             ,374                       ,21                      ,COMPLETE
302    ,-0.095 ,2021-10-26 21:15:11.829896 ,2021-10-26 21:15:32.061588 ,0 days 00:00:20.231692 ,0.46904247883287675           ,7                         ,0.6395487202099241            ,0.00642614931587676    ,0.010019076197704483   ,30                             ,378                       ,192                     ,COMPLETE
265    ,-0.093 ,2021-10-26 21:13:50.338751 ,2021-10-26 21:14:11.716974 ,0 days 00:00:21.378223 ,0.4573456172776099            ,7                         ,0.5712067280753691            ,0.0021405226667424193  ,0.006264339967806584   ,28                             ,415                       ,5                       ,COMPLETE
138    ,-0.091 ,2021-10-26 21:09:24.886038 ,2021-10-26 21:09:38.380297 ,0 days 00:00:13.494259 ,0.5335152837497323            ,1                         ,0.9280328025370976            ,8.925415911021933      ,0.07353385621318116    ,60                             ,568                       ,73                      ,COMPLETE
267    ,-0.088 ,2021-10-26 21:13:59.090499 ,2021-10-26 21:14:16.181400 ,0 days 00:00:17.090901 ,0.45591208060833865           ,7                         ,0.5900834170712345            ,0.005878313194999274   ,0.023107910842909835   ,28                             ,386                       ,8                       ,COMPLETE
165    ,-0.078 ,2021-10-26 21:10:14.434677 ,2021-10-26 21:10:31.986015 ,0 days 00:00:17.551338 ,0.45774800845043767           ,4                         ,0.7632130820200471            ,1.6372772455433973     ,1.3159406306156234     ,38                             ,578                       ,118                     ,COMPLETE
234    ,-0.071 ,2021-10-26 21:12:48.694404 ,2021-10-26 21:13:08.990416 ,0 days 00:00:20.296012 ,0.6368204957194948            ,6                         ,0.6443032712513965            ,0.014284828181955755   ,0.0005879951876003238  ,25                             ,383                       ,179                     ,COMPLETE
218    ,-0.052 ,2021-10-26 21:12:07.281984 ,2021-10-26 21:12:33.372111 ,0 days 00:00:26.090127 ,0.49657727578504485           ,6                         ,0.6568527477461845            ,0.008875887113730276   ,0.002423562346483305   ,19                             ,408                       ,182                     ,COMPLETE
120    ,-0.035 ,2021-10-26 21:08:47.767757 ,2021-10-26 21:09:10.636076 ,0 days 00:00:22.868319 ,0.6046812772802799            ,4                         ,0.9056362855119288            ,1.2716729928940353     ,9.382526018171353      ,36                             ,439                       ,248                     ,COMPLETE
221    ,-0.034 ,2021-10-26 21:12:15.548763 ,2021-10-26 21:12:35.035805 ,0 days 00:00:19.487042 ,0.4940031905754829            ,6                         ,0.6602743770210281            ,0.007096731592302974   ,0.0036460486833783954  ,27                             ,401                       ,179                     ,COMPLETE
83     ,-0.026 ,2021-10-26 21:07:27.499470 ,2021-10-26 21:07:40.748909 ,0 days 00:00:13.249439 ,0.5411211610763901            ,2                         ,0.811241815840794             ,1.1934515783192335e-08 ,2.8720791552162557     ,46                             ,455                       ,33                      ,COMPLETE
103    ,-0.013 ,2021-10-26 21:08:08.534150 ,2021-10-26 21:08:26.070696 ,0 days 00:00:17.536546 ,0.6262873847947952            ,4                         ,0.7660608746765709            ,0.00011276664112476234 ,0.00017353313707015296 ,34                             ,257                       ,221                     ,COMPLETE
37     ,-0.011 ,2021-10-26 21:06:14.528048 ,2021-10-26 21:06:27.077832 ,0 days 00:00:12.549784 ,0.6635165636826755            ,5                         ,0.7911997742943777            ,0.607407354768264      ,1.365525426621111      ,45                             ,351                       ,54                      ,COMPLETE
293    ,-0.002 ,2021-10-26 21:14:52.862813 ,2021-10-26 21:15:08.807526 ,0 days 00:00:15.944713 ,0.40106721729330547           ,6                         ,0.6737187242672984            ,0.017906538901277358   ,0.0006648014235415546  ,12                             ,401                       ,149                     ,COMPLETE
158    ,0.009  ,2021-10-26 21:09:56.636406 ,2021-10-26 21:10:14.414696 ,0 days 00:00:17.778290 ,0.44603586131893563           ,6                         ,0.8723382763779706            ,0.02012396049831679    ,5.1422400673181506e-05 ,41                             ,546                       ,226                     ,COMPLETE
251    ,0.076  ,2021-10-26 21:13:28.685934 ,2021-10-26 21:13:41.977955 ,0 days 00:00:13.292021 ,0.4392503265654359            ,7                         ,0.6034626384798897            ,0.016616478562594208   ,0.012486396094856723   ,22                             ,368                       ,185                     ,COMPLETE
166    ,0.077  ,2021-10-26 21:10:15.684520 ,2021-10-26 21:10:32.736909 ,0 days 00:00:17.052389 ,0.4980852839693437            ,4                         ,0.7631734413833452            ,0.00040833651724930554 ,1.713857816166662      ,38                             ,589                       ,55                      ,COMPLETE
322    ,0.108  ,2021-10-26 21:15:55.688378 ,2021-10-26 21:16:04.893334 ,0 days 00:00:09.204956 ,0.4941077574803327            ,6                         ,0.6587279285895539            ,0.010864620383816186   ,0.0010201775797237904  ,28                             ,323                       ,19                      ,COMPLETE
107    ,0.112  ,2021-10-26 21:08:13.216178 ,2021-10-26 21:08:35.191266 ,0 days 00:00:21.975088 ,0.6244240067521842            ,5                         ,0.8701084821482694            ,0.005669153548639959   ,0.0008637252205622568  ,33                             ,470                       ,22                      ,COMPLETE
89     ,0.118  ,2021-10-26 21:07:39.119813 ,2021-10-26 21:08:00.176216 ,0 days 00:00:21.056403 ,0.547404174437634             ,4                         ,0.7795082029379974            ,0.4122029294351334     ,3.222815695979046      ,44                             ,548                       ,225                     ,COMPLETE
249    ,0.137  ,2021-10-26 21:13:19.159784 ,2021-10-26 21:13:38.105931 ,0 days 00:00:18.946147 ,0.4130581402072507            ,7                         ,0.5993887463149374            ,0.025105694234443275   ,0.015066425180011299   ,22                             ,396                       ,3                       ,COMPLETE
304    ,0.153  ,2021-10-26 21:15:15.582194 ,2021-10-26 21:15:33.338158 ,0 days 00:00:17.755964 ,0.4467275725327333            ,7                         ,0.616537689222124             ,0.00712231598893776    ,0.004621493551887559   ,26                             ,379                       ,194                     ,COMPLETE
372    ,0.163  ,2021-10-26 21:17:23.726307 ,2021-10-26 21:17:39.274166 ,0 days 00:00:15.547859 ,0.49948180869323505           ,7                         ,0.679785816411802             ,0.00027124659265058556 ,0.002581396424338845   ,26                             ,619                       ,24                      ,COMPLETE
81     ,0.167  ,2021-10-26 21:07:26.115526 ,2021-10-26 21:07:39.111319 ,0 days 00:00:12.995793 ,0.7424716216248185            ,2                         ,0.8502514743894212            ,2.694105031777141      ,0.0003547137773718946  ,75                             ,516                       ,178                     ,COMPLETE
367    ,0.198  ,2021-10-26 21:17:21.174229 ,2021-10-26 21:17:29.905325 ,0 days 00:00:08.731096 ,0.48076985588436405           ,7                         ,0.6800954906362972            ,0.015785883509171445   ,0.0006412335989905697  ,26                             ,381                       ,202                     ,COMPLETE
351    ,0.228  ,2021-10-26 21:16:54.849620 ,2021-10-26 21:17:07.654880 ,0 days 00:00:12.805260 ,0.4499820817213645            ,6                         ,0.7107951518479291            ,0.00803055602780011    ,0.006409566230565071   ,35                             ,405                       ,6                       ,COMPLETE
253    ,0.245  ,2021-10-26 21:13:34.124408 ,2021-10-26 21:13:45.885445 ,0 days 00:00:11.761037 ,0.4124291547815022            ,7                         ,0.6121708138689809            ,0.020493495947990124   ,0.013351682889441443   ,31                             ,400                       ,2                       ,COMPLETE
219    ,0.246  ,2021-10-26 21:12:07.738901 ,2021-10-26 21:12:31.580494 ,0 days 00:00:23.841593 ,0.4854557290281949            ,6                         ,0.6679761861252784            ,0.04922537583952999    ,0.002949665350263855   ,18                             ,411                       ,171                     ,COMPLETE
279    ,0.255  ,2021-10-26 21:14:18.094316 ,2021-10-26 21:14:39.980069 ,0 days 00:00:21.885753 ,0.4341329156064543            ,7                         ,0.6016452562762747            ,0.01117927041895079    ,0.00036085352794005724 ,23                             ,376                       ,17                      ,COMPLETE
341    ,0.26   ,2021-10-26 21:16:37.216282 ,2021-10-26 21:16:48.534045 ,0 days 00:00:11.317763 ,0.40207749814785304           ,7                         ,0.6266158444490738            ,0.004523717612689808   ,0.0004531178166539898  ,73                             ,377                       ,171                     ,COMPLETE
334    ,0.275  ,2021-10-26 21:16:19.373765 ,2021-10-26 21:16:37.608579 ,0 days 00:00:18.234814 ,0.4358403178117958            ,7                         ,0.5859938959144967            ,0.025205754798904197   ,0.011392245046314335   ,24                             ,362                       ,164                     ,COMPLETE
327    ,0.281  ,2021-10-26 21:16:03.639526 ,2021-10-26 21:16:19.537200 ,0 days 00:00:15.897674 ,0.4593396546528135            ,6                         ,0.6571248102512143            ,0.013106722855878944   ,0.0010937689582815565  ,28                             ,362                       ,10                      ,COMPLETE
330    ,0.29   ,2021-10-26 21:16:05.300006 ,2021-10-26 21:16:21.909225 ,0 days 00:00:16.609219 ,0.47117734581778287           ,6                         ,0.5575920359093776            ,0.015020695325303575   ,0.0005506893622721356  ,28                             ,389                       ,162                     ,COMPLETE
252    ,0.313  ,2021-10-26 21:13:33.255253 ,2021-10-26 21:13:45.402058 ,0 days 00:00:12.146805 ,0.40944310969686              ,7                         ,0.6153082646436943            ,0.02151280068337403    ,0.01158510772600198    ,22                             ,395                       ,11                      ,COMPLETE
339    ,0.333  ,2021-10-26 21:16:32.592112 ,2021-10-26 21:16:48.351578 ,0 days 00:00:15.759466 ,0.43595037215203086           ,7                         ,0.5856696167711503            ,1.2337341566665675e-05 ,0.012734992972376864   ,22                             ,427                       ,177                     ,COMPLETE
36     ,0.34   ,2021-10-26 21:06:13.939119 ,2021-10-26 21:06:28.053068 ,0 days 00:00:14.113949 ,0.5668001838949158            ,5                         ,0.7739123765142307            ,0.39978546210141475    ,0.8142696829015597     ,78                             ,367                       ,26                      ,COMPLETE
104    ,0.358  ,2021-10-26 21:08:08.876869 ,2021-10-26 21:08:28.197548 ,0 days 00:00:19.320679 ,0.6208715242813629            ,5                         ,0.872882038079969             ,0.0012286628733390423  ,0.00024290788121927577 ,34                             ,266                       ,220                     ,COMPLETE
274    ,0.376  ,2021-10-26 21:14:11.729502 ,2021-10-26 21:14:34.378387 ,0 days 00:00:22.648885 ,0.4503024073261789            ,7                         ,0.6504936130837347            ,0.009933430693139473   ,0.001205449024786162   ,24                             ,385                       ,13                      ,COMPLETE
353    ,0.386  ,2021-10-26 21:16:55.659564 ,2021-10-26 21:17:08.929393 ,0 days 00:00:13.269829 ,0.4449670212029606            ,6                         ,0.9992943741535745            ,1.15517164247314e-08   ,0.005942985583937788   ,27                             ,406                       ,133                     ,COMPLETE
90     ,0.389  ,2021-10-26 21:07:40.765631 ,2021-10-26 21:08:00.032157 ,0 days 00:00:19.266526 ,0.6795449189089839            ,4                         ,0.7764682821536322            ,0.4059155298018431     ,3.189660532433972      ,43                             ,544                       ,235                     ,COMPLETE
54     ,0.416  ,2021-10-26 21:06:47.627004 ,2021-10-26 21:07:03.564941 ,0 days 00:00:15.937937 ,0.5320110771112272            ,3                         ,0.9248861863867123            ,5.592742046491947      ,0.05429194670501431    ,56                             ,426                       ,69                      ,COMPLETE
233    ,0.428  ,2021-10-26 21:12:47.458503 ,2021-10-26 21:13:03.196836 ,0 days 00:00:15.738333 ,0.42293009748287375           ,6                         ,0.61868553551311              ,0.012483348385526305   ,0.004448952625369013   ,26                             ,372                       ,176                     ,COMPLETE
216    ,0.429  ,2021-10-26 21:12:04.139458 ,2021-10-26 21:12:32.526043 ,0 days 00:00:28.386585 ,0.5454902132675223            ,6                         ,0.7425503703085048            ,0.007576283860978717   ,0.0026131171220111376  ,20                             ,412                       ,170                     ,COMPLETE
290    ,0.436  ,2021-10-26 21:14:43.597280 ,2021-10-26 21:15:01.830130 ,0 days 00:00:18.232850 ,0.4020378081095703            ,6                         ,0.5389173185035079            ,0.01988849272142821    ,0.008428864930003362   ,17                             ,398                       ,7                       ,COMPLETE
42     ,0.446  ,2021-10-26 21:06:24.741427 ,2021-10-26 21:06:46.315342 ,0 days 00:00:21.573915 ,0.6823525170177259            ,2                         ,0.7965612048134244            ,0.8822975915809821     ,5.063551685798034      ,44                             ,535                       ,254                     ,COMPLETE
370    ,0.474  ,2021-10-26 21:17:21.622764 ,2021-10-26 21:17:35.120220 ,0 days 00:00:13.497456 ,0.48304123443447866           ,7                         ,0.6857192508478988            ,0.00010483249689956711 ,0.0007810257624189896  ,90                             ,386                       ,23                      ,COMPLETE
286    ,0.504  ,2021-10-26 21:14:36.915441 ,2021-10-26 21:14:54.639852 ,0 days 00:00:17.724411 ,0.4371558599765676            ,6                         ,0.6067764216653899            ,0.017162383689651717   ,0.0006702688345582138  ,22                             ,403                       ,145                     ,COMPLETE
329    ,0.539  ,2021-10-26 21:16:04.908470 ,2021-10-26 21:16:19.355404 ,0 days 00:00:14.446934 ,0.4714227139027499            ,6                         ,0.5577582460931737            ,0.01511305748810551    ,0.007390294220725469   ,25                             ,390                       ,11                      ,COMPLETE
359    ,0.555  ,2021-10-26 21:17:07.671097 ,2021-10-26 21:17:21.600097 ,0 days 00:00:13.929000 ,0.4809144029462481            ,7                         ,0.7300023469168557            ,0.0015675338184531927  ,0.0008638357844760597  ,26                             ,393                       ,186                     ,COMPLETE
40     ,0.599  ,2021-10-26 21:06:21.750971 ,2021-10-26 21:06:41.846599 ,0 days 00:00:20.095628 ,0.6709467650225703            ,2                         ,0.8266009499580672            ,0.5471344083471007     ,8.497008291797437      ,37                             ,477                       ,253                     ,COMPLETE
276    ,0.717  ,2021-10-26 21:14:15.259999 ,2021-10-26 21:14:28.954275 ,0 days 00:00:13.694276 ,0.4259534471167752            ,6                         ,0.5894650590718868            ,0.010734464082477755   ,0.00041650849337204055 ,24                             ,384                       ,13                      ,COMPLETE
87     ,0.727  ,2021-10-26 21:07:37.281828 ,2021-10-26 21:07:57.065340 ,0 days 00:00:19.783512 ,0.549865170280499             ,4                         ,0.7757592391601992            ,0.000156703959689742   ,3.185932653428036      ,46                             ,461                       ,224                     ,COMPLETE
238    ,0.749  ,2021-10-26 21:12:52.064446 ,2021-10-26 21:13:08.917370 ,0 days 00:00:16.852924 ,0.42460930193921503           ,7                         ,0.6293104232808566            ,0.029686323455432446   ,0.0008009118013844539  ,25                             ,378                       ,159                     ,COMPLETE
326    ,0.754  ,2021-10-26 21:16:02.988098 ,2021-10-26 21:16:21.107530 ,0 days 00:00:18.119432 ,0.4734565289477167            ,6                         ,0.6548654805838423            ,0.0006890122729272152  ,0.0012457171905063918  ,70                             ,389                       ,19                      ,COMPLETE
41     ,0.759  ,2021-10-26 21:06:22.270931 ,2021-10-26 21:06:43.739778 ,0 days 00:00:21.468847 ,0.6595357532906893            ,3                         ,0.8264997501742508            ,0.6825178233959639     ,3.385081500013729      ,43                             ,468                       ,62                      ,COMPLETE
288    ,0.77   ,2021-10-26 21:14:40.015258 ,2021-10-26 21:14:58.622894 ,0 days 00:00:18.607636 ,0.4006947116696382            ,6                         ,0.6043472678577313            ,0.017511808784669687   ,0.0007909461457382581  ,22                             ,401                       ,144                     ,COMPLETE
369    ,0.782  ,2021-10-26 21:17:21.346174 ,2021-10-26 21:17:36.920314 ,0 days 00:00:15.574140 ,0.4829999659963495            ,7                         ,0.6853628064285406            ,0.014862994453305483   ,0.0009071305269974445  ,67                             ,384                       ,33                      ,COMPLETE
240    ,0.813  ,2021-10-26 21:13:03.201075 ,2021-10-26 21:13:17.150049 ,0 days 00:00:13.948974 ,0.40500152621950036           ,7                         ,0.6363517739863424            ,0.004722091098286648   ,0.0016538022303611425  ,29                             ,396                       ,184                     ,COMPLETE
325    ,0.834  ,2021-10-26 21:16:02.086920 ,2021-10-26 21:16:15.932699 ,0 days 00:00:13.845779 ,0.4608429929888397            ,6                         ,0.6568766001069937            ,1.0958710604283083e-07 ,0.0011751030403563151  ,70                             ,363                       ,11                      ,COMPLETE
88     ,0.84   ,2021-10-26 21:07:37.335770 ,2021-10-26 21:07:59.778277 ,0 days 00:00:22.442507 ,0.5473625679616316            ,4                         ,0.7810870317251282            ,0.0712968005639311     ,3.532274421879365      ,45                             ,451                       ,222                     ,COMPLETE
180    ,0.857  ,2021-10-26 21:10:43.818979 ,2021-10-26 21:10:51.654584 ,0 days 00:00:07.835605 ,0.5242057433030424            ,5                         ,0.719126740037518             ,2.064041365604902      ,0.0033472654562239613  ,79                             ,354                       ,27                      ,COMPLETE
277    ,0.865  ,2021-10-26 21:14:16.193950 ,2021-10-26 21:14:35.136880 ,0 days 00:00:18.942930 ,0.427177126169791             ,6                         ,0.6491620268155234            ,0.011755556414416331   ,0.0004315902026254517  ,25                             ,404                       ,175                     ,COMPLETE
354    ,0.874  ,2021-10-26 21:16:55.722767 ,2021-10-26 21:17:07.998796 ,0 days 00:00:12.276029 ,0.5102635646431123            ,6                         ,0.7107970352035503            ,0.008578292190636676   ,0.005766264381754331   ,29                             ,403                       ,188                     ,COMPLETE
188    ,0.918  ,2021-10-26 21:10:54.353721 ,2021-10-26 21:11:04.849508 ,0 days 00:00:10.495787 ,0.5215859378096562            ,5                         ,0.7240045175395625            ,2.9060280772141347     ,0.7228327046206374     ,75                             ,381                       ,18                      ,COMPLETE
250    ,0.928  ,2021-10-26 21:13:23.299667 ,2021-10-26 21:13:37.209907 ,0 days 00:00:13.910240 ,0.43930188194185615           ,7                         ,0.595092677746768             ,0.02428621911595733    ,0.020103591153377648   ,21                             ,396                       ,10                      ,COMPLETE
347    ,0.94   ,2021-10-26 21:16:48.385610 ,2021-10-26 21:17:00.710484 ,0 days 00:00:12.324874 ,0.4025733126029737            ,6                         ,0.6276799390742491            ,4.239107545681143e-07  ,0.0017871329367446847  ,32                             ,379                       ,7                       ,COMPLETE
155    ,0.944  ,2021-10-26 21:09:55.256503 ,2021-10-26 21:10:09.927247 ,0 days 00:00:14.670744 ,0.43952737116902624           ,4                         ,0.76757078472466              ,0.5409877749121723     ,0.5878599654153315     ,76                             ,545                       ,111                     ,COMPLETE
281    ,0.957  ,2021-10-26 21:14:22.910354 ,2021-10-26 21:14:38.131715 ,0 days 00:00:15.221361 ,0.4235158922034134            ,7                         ,0.6020383830361047            ,0.003139878837472287   ,0.001685632042784515   ,23                             ,371                       ,16                      ,COMPLETE
192    ,0.994  ,2021-10-26 21:10:56.668697 ,2021-10-26 21:11:16.201397 ,0 days 00:00:19.532700 ,0.6410136458276333            ,5                         ,0.7241055902489502            ,0.011451728730069157   ,0.015173526618907775   ,26                             ,392                       ,184                     ,COMPLETE
55     ,1.007  ,2021-10-26 21:06:48.306211 ,2021-10-26 21:07:03.889062 ,0 days 00:00:15.582851 ,0.5224078079042123            ,1                         ,0.9149705833991995            ,3.925245799766072      ,0.00010323567753325244 ,56                             ,578                       ,46                      ,COMPLETE
348    ,1.055  ,2021-10-26 21:16:48.549581 ,2021-10-26 21:17:00.650113 ,0 days 00:00:12.100532 ,0.40248010206343193           ,6                         ,0.6073095757451943            ,7.145515566829503e-07  ,0.0017556635585534357  ,32                             ,406                       ,8                       ,COMPLETE
375    ,1.125  ,2021-10-26 21:17:29.947218 ,2021-10-26 21:17:47.068042 ,0 days 00:00:17.120824 ,0.46493883021203575           ,6                         ,0.6723143768300404            ,0.0001833948595312725  ,0.0027851591144942315  ,25                             ,417                       ,26                      ,COMPLETE
280    ,1.143  ,2021-10-26 21:14:22.855945 ,2021-10-26 21:14:41.165866 ,0 days 00:00:18.309921 ,0.42778423534449833           ,7                         ,0.6046423122261201            ,0.003783311830914733   ,0.0013719485463046693  ,23                             ,404                       ,161                     ,COMPLETE
287    ,1.227  ,2021-10-26 21:14:38.146188 ,2021-10-26 21:14:56.406277 ,0 days 00:00:18.260089 ,0.4021448517188149            ,6                         ,0.6653869627699699            ,0.017712416161288085   ,0.010006023370550484   ,22                             ,400                       ,145                     ,COMPLETE
256    ,1.249  ,2021-10-26 21:13:37.218569 ,2021-10-26 21:13:48.622234 ,0 days 00:00:11.403665 ,0.4113717431903078            ,7                         ,0.6115615202546604            ,0.019750251821131392   ,0.013026752557232405   ,31                             ,365                       ,2                       ,COMPLETE
108    ,1.315  ,2021-10-26 21:08:19.396107 ,2021-10-26 21:08:41.454259 ,0 days 00:00:22.058152 ,0.6282400729200255            ,5                         ,0.8249022818512585            ,0.6049434513335992     ,1.8325191101421316     ,34                             ,473                       ,22                      ,COMPLETE
275    ,1.388  ,2021-10-26 21:14:13.373863 ,2021-10-26 21:14:22.899028 ,0 days 00:00:09.525165 ,0.4349642377133812            ,6                         ,0.6491420089873451            ,0.010959022359957797   ,0.000391907275935463   ,95                             ,386                       ,13                      ,COMPLETE
236    ,1.424  ,2021-10-26 21:12:48.929790 ,2021-10-26 21:13:13.777852 ,0 days 00:00:24.848062 ,0.4671655076562086            ,6                         ,0.6321493910330699            ,0.02492846986379075    ,0.011936278162173065   ,25                             ,376                       ,185                     ,COMPLETE
270    ,1.493  ,2021-10-26 21:14:03.558446 ,2021-10-26 21:14:17.580228 ,0 days 00:00:14.021782 ,0.45468549345490417           ,7                         ,0.5855842876015881            ,0.03546761667830251    ,0.0009929971242582532  ,28                             ,388                       ,12                      ,COMPLETE
93     ,1.518  ,2021-10-26 21:07:50.082108 ,2021-10-26 21:08:07.116686 ,0 days 00:00:17.034578 ,0.6839676933395028            ,4                         ,0.806947106755373             ,0.42519043501637266    ,0.001990620121780501   ,42                             ,559                       ,211                     ,COMPLETE
284    ,1.525  ,2021-10-26 21:14:34.384963 ,2021-10-26 21:14:52.739537 ,0 days 00:00:18.354574 ,0.439172437576537             ,7                         ,0.5958229342047016            ,0.004232336596371866   ,0.003617527703292074   ,26                             ,366                       ,175                     ,COMPLETE
52     ,1.527  ,2021-10-26 21:06:45.334510 ,2021-10-26 21:06:58.639573 ,0 days 00:00:13.305063 ,0.5297006233428614            ,3                         ,0.8861697061607956            ,5.432176388388173      ,0.044294705411020624   ,58                             ,532                       ,69                      ,COMPLETE
283    ,1.556  ,2021-10-26 21:14:28.993370 ,2021-10-26 21:14:43.558743 ,0 days 00:00:14.565373 ,0.43904841089804914           ,7                         ,0.5995966834456326            ,0.00434580340161662    ,0.003198483000160941   ,23                             ,403                       ,175                     ,COMPLETE
335    ,1.587  ,2021-10-26 21:16:19.585305 ,2021-10-26 21:16:43.356592 ,0 days 00:00:23.771287 ,0.43338106429019346           ,7                         ,0.5832425545706448            ,0.021190439169644866   ,0.011553417407322188   ,24                             ,376                       ,173                     ,COMPLETE
209    ,1.655  ,2021-10-26 21:11:42.571171 ,2021-10-26 21:12:07.213964 ,0 days 00:00:24.642793 ,0.5023690570627141            ,6                         ,0.6534393617849701            ,0.016953385528967996   ,0.002635962865902862   ,75                             ,416                       ,184                     ,COMPLETE
308    ,1.709  ,2021-10-26 21:15:26.998922 ,2021-10-26 21:15:46.707183 ,0 days 00:00:19.708261 ,0.4468100049532385            ,7                         ,0.6113421072681418            ,0.07049518306507976    ,0.0042194163167935846  ,20                             ,345                       ,183                     ,COMPLETE
298    ,1.723  ,2021-10-26 21:15:02.658526 ,2021-10-26 21:15:26.956998 ,0 days 00:00:24.298472 ,0.7530398871219763            ,6                         ,0.6353898149937997            ,0.007260770164958302   ,0.018603552568845872   ,33                             ,379                       ,197                     ,COMPLETE
187    ,1.925  ,2021-10-26 21:10:54.142085 ,2021-10-26 21:11:07.046635 ,0 days 00:00:12.904550 ,0.525304394867918             ,5                         ,0.7161552266053088            ,0.0034882449297717446  ,0.0023502677467920866  ,26                             ,360                       ,228                     ,COMPLETE
254    ,1.936  ,2021-10-26 21:13:34.241003 ,2021-10-26 21:13:44.687016 ,0 days 00:00:10.446013 ,0.41317259750035756           ,7                         ,0.5873500825893379            ,0.02085476630273965    ,0.01117930314717606    ,22                             ,365                       ,9                       ,COMPLETE
255    ,1.936  ,2021-10-26 21:13:34.523292 ,2021-10-26 21:13:44.080109 ,0 days 00:00:09.556817 ,0.4609289434772269            ,7                         ,0.5977641552521361            ,0.018762716219892235   ,0.013296958751871266   ,30                             ,396                       ,4                       ,COMPLETE
197    ,1.969  ,2021-10-26 21:11:10.353651 ,2021-10-26 21:11:32.992549 ,0 days 00:00:22.638898 ,0.5168952984442629            ,6                         ,0.6905949894947635            ,2.751841128520812      ,0.0014737788400391485  ,16                             ,388                       ,252                     ,COMPLETE
239    ,2.005  ,2021-10-26 21:12:58.398748 ,2021-10-26 21:13:19.130016 ,0 days 00:00:20.731268 ,0.4256972465297731            ,7                         ,0.6147817043000016            ,0.017343329450252645   ,0.013805690071719664   ,25                             ,375                       ,5                       ,COMPLETE
361    ,2.106  ,2021-10-26 21:17:08.175517 ,2021-10-26 21:17:21.325349 ,0 days 00:00:13.149832 ,0.4809188137729027            ,7                         ,0.6833304643112186            ,0.00024367949135512579 ,0.002885008123803799   ,27                             ,390                       ,18                      ,COMPLETE
278    ,2.149  ,2021-10-26 21:14:17.588582 ,2021-10-26 21:14:36.900558 ,0 days 00:00:19.311976 ,0.43298093009437877           ,6                         ,0.6481896223250031            ,0.010686424251253      ,0.00041198104315498475 ,24                             ,404                       ,13                      ,COMPLETE
