number ,value  ,datetime_start             ,datetime_complete          ,duration               ,params_lgbm__bagging_fraction ,params_lgbm__bagging_freq ,params_lgbm__feature_fraction ,params_lgbm__lambda_l1 ,params_lgbm__lambda_l2 ,params_lgbm__min_child_samples ,params_lgbm__n_estimators ,params_lgbm__num_leaves ,state
2      ,-1.756 ,2021-10-26 21:04:32.741385 ,2021-10-26 21:04:57.071743 ,0 days 00:00:24.330358 ,0.7050969905816272            ,2                         ,0.5083792414764066            ,4.599438440179729e-07  ,4.7289899612413513e-07 ,59                             ,442                       ,234                     ,COMPLETE
4      ,-1.756 ,2021-10-26 21:04:32.751112 ,2021-10-26 21:04:57.878335 ,0 days 00:00:25.127223 ,0.6086002749690256            ,6                         ,0.44430660187115323           ,7.799934477754688e-08  ,2.3720839588728823e-08 ,91                             ,222                       ,210                     ,COMPLETE
82     ,-1.747 ,2021-10-26 21:07:27.456869 ,2021-10-26 21:07:42.867177 ,0 days 00:00:15.410308 ,0.5463887921376455            ,2                         ,0.7814480697766717            ,2.299631137977828      ,0.00046118906880348394 ,84                             ,405                       ,34                      ,COMPLETE
316    ,-1.718 ,2021-10-26 21:15:46.748966 ,2021-10-26 21:15:59.330288 ,0 days 00:00:12.581322 ,0.48940985945538973           ,7                         ,0.7003807175215159            ,0.03192589542991911    ,0.0002916698608753201  ,20                             ,319                       ,180                     ,COMPLETE
260    ,-1.718 ,2021-10-26 21:13:44.147490 ,2021-10-26 21:14:00.230672 ,0 days 00:00:16.083182 ,0.40993102549100957           ,7                         ,0.6177134714799081            ,0.0023981378405435643  ,0.0056843709069214175  ,31                             ,420                       ,2                       ,COMPLETE
19     ,-1.683 ,2021-10-26 21:05:27.255842 ,2021-10-26 21:06:03.022208 ,0 days 00:00:35.766366 ,0.4400755961025954            ,4                         ,0.6614293249069524            ,0.03612309900467379    ,0.00020918347166985578 ,7                              ,798                       ,90                      ,COMPLETE
352    ,-1.642 ,2021-10-26 21:16:54.978524 ,2021-10-26 21:17:08.134839 ,0 days 00:00:13.156315 ,0.446983036045929             ,6                         ,0.7113030303746782            ,1.141152741285141e-08  ,0.0017024445313001948  ,10                             ,408                       ,7                       ,COMPLETE
224    ,-1.634 ,2021-10-26 21:12:26.425960 ,2021-10-26 21:12:39.613018 ,0 days 00:00:13.187058 ,0.5191132777576786            ,6                         ,0.6494912082629636            ,0.012143304491441183   ,0.0024922404210807117  ,27                             ,424                       ,169                     ,COMPLETE
10     ,-1.566 ,2021-10-26 21:04:51.030636 ,2021-10-26 21:05:27.219485 ,0 days 00:00:36.188849 ,0.6205763358699176            ,5                         ,0.9171241161932187            ,1.67290718215471e-08   ,2.7540764951746726e-08 ,21                             ,777                       ,209                     ,COMPLETE
204    ,-1.561 ,2021-10-26 21:11:28.222071 ,2021-10-26 21:11:45.491726 ,0 days 00:00:17.269655 ,0.5071555274920675            ,3                         ,0.6902455211429959            ,0.013823069508943523   ,4.077644660703753      ,21                             ,358                       ,193                     ,COMPLETE
292    ,-1.556 ,2021-10-26 21:14:52.771599 ,2021-10-26 21:15:08.057064 ,0 days 00:00:15.285465 ,0.40260236470458993           ,6                         ,0.678196563772066             ,0.017479930725928898   ,0.0007505044373499472  ,17                             ,398                       ,7                       ,COMPLETE
25     ,-1.513 ,2021-10-26 21:05:59.753190 ,2021-10-26 21:06:08.690002 ,0 days 00:00:08.936812 ,0.7719710417165617            ,7                         ,0.9990612239461883            ,0.0028800313415489882  ,0.0026833678417197914  ,66                             ,268                       ,4                       ,COMPLETE
160    ,-1.505 ,2021-10-26 21:10:02.473010 ,2021-10-26 21:10:17.562816 ,0 days 00:00:15.089806 ,0.43403484388226304           ,5                         ,0.8764126568544212            ,0.0003824716037942334  ,1.3443744673933093e-08 ,38                             ,549                       ,204                     ,COMPLETE
310    ,-1.502 ,2021-10-26 21:15:31.478447 ,2021-10-26 21:15:53.833174 ,0 days 00:00:22.354727 ,0.4158839900713426            ,7                         ,0.6170310048425625            ,0.013022348943282129   ,0.003513764678938895   ,26                             ,345                       ,169                     ,COMPLETE
384    ,-1.491 ,2021-10-26 21:17:52.349381 ,2021-10-26 21:18:00.568580 ,0 days 00:00:08.219199 ,0.42472485620063594           ,7                         ,0.7350803871462823            ,0.03413290383823418    ,0.0003290162504384857  ,29                             ,370                       ,168                     ,COMPLETE
195    ,-1.486 ,2021-10-26 21:11:07.071048 ,2021-10-26 21:11:30.894724 ,0 days 00:00:23.823676 ,0.5234067161638448            ,5                         ,0.7221540621346851            ,3.2538427298166734     ,0.0018979010905923377  ,26                             ,386                       ,18                      ,COMPLETE
340    ,-1.468 ,2021-10-26 21:16:35.937267 ,2021-10-26 21:16:50.824897 ,0 days 00:00:14.887630 ,0.40176165502132694           ,7                         ,0.6281275390156519            ,0.002944505694853631   ,0.00045781812862072055 ,21                             ,433                       ,6                       ,COMPLETE
119    ,-1.465 ,2021-10-26 21:08:46.048000 ,2021-10-26 21:09:05.264053 ,0 days 00:00:19.216053 ,0.5830532596016521            ,3                         ,0.8405133009468749            ,1.2758113129189192     ,9.835708367931167      ,30                             ,435                       ,8                       ,COMPLETE
266    ,-1.444 ,2021-10-26 21:13:51.075727 ,2021-10-26 21:14:05.096478 ,0 days 00:00:14.020751 ,0.47745338026321216           ,7                         ,0.5827166555298016            ,0.04544148403320961    ,0.02678893588770397    ,28                             ,421                       ,8                       ,COMPLETE
318    ,-1.424 ,2021-10-26 21:15:53.058851 ,2021-10-26 21:16:02.044254 ,0 days 00:00:08.985403 ,0.4877028767048977            ,6                         ,0.702859500857171             ,0.012114019884843253   ,0.030601795865895943   ,33                             ,320                       ,2                       ,COMPLETE
373    ,-1.406 ,2021-10-26 21:17:24.180075 ,2021-10-26 21:17:36.008879 ,0 days 00:00:11.828804 ,0.4669714553580153            ,6                         ,0.668522859275609             ,8.410760379733086e-05  ,0.0027564010793316223  ,26                             ,376                       ,34                      ,COMPLETE
115    ,-1.399 ,2021-10-26 21:08:35.339482 ,2021-10-26 21:08:49.723911 ,0 days 00:00:14.384429 ,0.6523808100359395            ,7                         ,0.8217935590710476            ,0.09656780627280473    ,9.910981833760328      ,48                             ,478                       ,73                      ,COMPLETE
336    ,-1.395 ,2021-10-26 21:16:21.137809 ,2021-10-26 21:16:44.665441 ,0 days 00:00:23.527632 ,0.4562484398515664            ,7                         ,0.594761100057895             ,0.02386599346340632    ,0.014652365039579191   ,22                             ,429                       ,15                      ,COMPLETE
116    ,-1.383 ,2021-10-26 21:08:41.486803 ,2021-10-26 21:09:01.415971 ,0 days 00:00:19.929168 ,0.6527746332429151            ,5                         ,0.974759524728826             ,2.0390083113185076e-05 ,1.7123743000116882     ,36                             ,434                       ,8                       ,COMPLETE
214    ,-1.373 ,2021-10-26 21:11:51.455397 ,2021-10-26 21:12:20.193921 ,0 days 00:00:28.738524 ,0.49765626557362663           ,6                         ,0.7345535947957629            ,0.007324828172099921   ,0.006739754938135853   ,20                             ,409                       ,204                     ,COMPLETE
109    ,-1.373 ,2021-10-26 21:08:23.048000 ,2021-10-26 21:08:43.063915 ,0 days 00:00:20.015915 ,0.6241140091416273            ,5                         ,0.824255040147656             ,0.6039099989108025     ,0.0008851484725191541  ,28                             ,471                       ,24                      ,COMPLETE
184    ,-1.33  ,2021-10-26 21:10:49.469879 ,2021-10-26 21:10:56.652390 ,0 days 00:00:07.182511 ,0.5571082863775374            ,5                         ,0.4331414978018804            ,1.8609212570538185     ,0.7612015004317614     ,78                             ,378                       ,28                      ,COMPLETE
72     ,-1.301 ,2021-10-26 21:07:18.904576 ,2021-10-26 21:07:26.107361 ,0 days 00:00:07.202785 ,0.5916517809879358            ,1                         ,0.6888428271053252            ,8.91208026138944e-06   ,0.00010312342248068681 ,63                             ,672                       ,80                      ,COMPLETE
338    ,-1.276 ,2021-10-26 21:16:21.939733 ,2021-10-26 21:16:44.680133 ,0 days 00:00:22.740400 ,0.43573911192393533           ,7                         ,0.5848847242694182            ,0.00331595632163658    ,0.011209718722059546   ,22                             ,429                       ,174                     ,COMPLETE
220    ,-1.247 ,2021-10-26 21:12:14.155191 ,2021-10-26 21:12:32.918647 ,0 days 00:00:18.763456 ,0.48872918001465865           ,6                         ,0.6609083440333605            ,0.04018297027712927    ,0.0025231102851581088  ,23                             ,409                       ,164                     ,COMPLETE
123    ,-1.24  ,2021-10-26 21:08:50.697549 ,2021-10-26 21:09:11.029115 ,0 days 00:00:20.331566 ,0.6016797281201945            ,3                         ,0.8386288910187015            ,2.3103529580415347e-05 ,5.602990904243965      ,29                             ,437                       ,37                      ,COMPLETE
371    ,-1.236 ,2021-10-26 21:17:23.699191 ,2021-10-26 21:17:37.910465 ,0 days 00:00:14.211274 ,0.4731797406560629            ,7                         ,0.6805326262962658            ,0.00023775870586741863 ,0.0026858905179925605  ,14                             ,380                       ,26                      ,COMPLETE
159    ,-1.23  ,2021-10-26 21:10:00.630840 ,2021-10-26 21:10:15.652810 ,0 days 00:00:15.021970 ,0.4311809576653449            ,5                         ,0.876806758094357             ,0.126743023184175      ,0.0002115710874443242  ,34                             ,547                       ,239                     ,COMPLETE
356    ,-1.224 ,2021-10-26 21:17:00.715508 ,2021-10-26 21:17:14.666973 ,0 days 00:00:13.951465 ,0.5056842496982517            ,6                         ,0.7094562157052668            ,0.00842107514728928    ,0.006002910535937898   ,35                             ,406                       ,188                     ,COMPLETE
35     ,-1.163 ,2021-10-26 21:06:11.668590 ,2021-10-26 21:06:21.723496 ,0 days 00:00:10.054906 ,0.5805498303017264            ,5                         ,0.750117972475135             ,6.665434719953335e-05  ,0.5884518592472122     ,79                             ,362                       ,33                      ,COMPLETE
332    ,-1.162 ,2021-10-26 21:16:12.873144 ,2021-10-26 21:16:35.928966 ,0 days 00:00:23.055822 ,0.4332686298539846            ,7                         ,0.5832860869040716            ,0.023736784351166804   ,0.012982989478925401   ,24                             ,365                       ,14                      ,COMPLETE
58     ,-1.118 ,2021-10-26 21:06:51.593492 ,2021-10-26 21:07:08.142263 ,0 days 00:00:16.548771 ,0.6389735686054471            ,3                         ,0.7280590074609917            ,1.9893745832957708e-07 ,0.2302050653395648     ,26                             ,607                       ,43                      ,COMPLETE
355    ,-1.112 ,2021-10-26 21:17:00.695806 ,2021-10-26 21:17:12.071931 ,0 days 00:00:11.376125 ,0.45040172289229446           ,6                         ,0.7104474086363712            ,0.009191201436907928   ,0.005985563798527904   ,27                             ,406                       ,187                     ,COMPLETE
164    ,-1.098 ,2021-10-26 21:10:10.278601 ,2021-10-26 21:10:33.828537 ,0 days 00:00:23.549936 ,0.4995079767888682            ,4                         ,0.7650674765791318            ,0.11798888343481624    ,3.692296031323778e-05  ,38                             ,578                       ,155                     ,COMPLETE
44     ,-1.097 ,2021-10-26 21:06:27.124135 ,2021-10-26 21:06:40.902350 ,0 days 00:00:13.778215 ,0.4639788270114632            ,2                         ,0.8295317417809743            ,0.000501060643956928   ,8.608813095988342      ,35                             ,478                       ,123                     ,COMPLETE
99     ,-1.091 ,2021-10-26 21:08:03.681192 ,2021-10-26 21:08:13.189933 ,0 days 00:00:09.508741 ,0.5149128965080909            ,3                         ,0.7358189952828498            ,0.028474559304956914   ,0.9716007428714728     ,53                             ,492                       ,212                     ,COMPLETE
73     ,-1.071 ,2021-10-26 21:07:19.038994 ,2021-10-26 21:07:25.353485 ,0 days 00:00:06.314491 ,0.6980681783883438            ,1                         ,0.8866003496229603            ,6.528092126744919e-06  ,5.8518790249038595e-06 ,87                             ,505                       ,58                      ,COMPLETE
343    ,-1.052 ,2021-10-26 21:16:43.394290 ,2021-10-26 21:16:54.949634 ,0 days 00:00:11.555344 ,0.40161707073204045           ,7                         ,0.6269906605131993            ,0.0028609608091248653  ,0.00048411969854787295 ,32                             ,658                       ,7                       ,COMPLETE
78     ,-1.05  ,2021-10-26 21:07:23.315257 ,2021-10-26 21:07:34.049203 ,0 days 00:00:10.733946 ,0.7014507267134665            ,2                         ,0.8525605701039917            ,2.2242633917080936     ,0.0108234709466087     ,74                             ,383                       ,58                      ,COMPLETE
199    ,-1.047 ,2021-10-26 21:11:11.310792 ,2021-10-26 21:11:40.088079 ,0 days 00:00:28.777287 ,0.48173679338307074           ,6                         ,0.6864380068903326            ,0.00970638545917468    ,0.0011576517328080206  ,42                             ,389                       ,83                      ,COMPLETE
305    ,-1.008 ,2021-10-26 21:15:19.148581 ,2021-10-26 21:15:31.411472 ,0 days 00:00:12.262891 ,0.4442340825279157            ,7                         ,0.6401592606980137            ,0.07664106132486484    ,0.004697484283447085   ,29                             ,338                       ,195                     ,COMPLETE
344    ,-1.007 ,2021-10-26 21:16:44.189383 ,2021-10-26 21:16:54.816172 ,0 days 00:00:10.626789 ,0.40609793484209              ,7                         ,0.629328103656044             ,7.106694952528189e-07  ,0.022616134722646983   ,31                             ,289                       ,25                      ,COMPLETE
215    ,-1.006 ,2021-10-26 21:11:52.929098 ,2021-10-26 21:12:24.265133 ,0 days 00:00:31.336035 ,0.48900040318519616           ,6                         ,0.7336435812111055            ,0.008404670910705793   ,0.0023811454302685568  ,23                             ,412                       ,196                     ,COMPLETE
258    ,-0.989 ,2021-10-26 21:13:38.907272 ,2021-10-26 21:13:51.054421 ,0 days 00:00:12.147149 ,0.46049252551593484           ,7                         ,0.5799222132591506            ,0.0024493021313778     ,0.006132966944476475   ,30                             ,367                       ,2                       ,COMPLETE
51     ,-0.972 ,2021-10-26 21:06:43.771092 ,2021-10-26 21:06:51.585484 ,0 days 00:00:07.814392 ,0.6068258614700381            ,3                         ,0.9051986779003451            ,4.842981174879505      ,2.3003858931779493     ,57                             ,533                       ,65                      ,COMPLETE
349    ,-0.966 ,2021-10-26 21:16:50.408726 ,2021-10-26 21:17:04.119194 ,0 days 00:00:13.710468 ,0.5042054389078224            ,6                         ,0.7095242722034256            ,0.0076038175804512345  ,0.005946193285367811   ,31                             ,403                       ,5                       ,COMPLETE
299    ,-0.963 ,2021-10-26 21:15:05.605013 ,2021-10-26 21:15:22.520528 ,0 days 00:00:16.915515 ,0.47905388550095696           ,6                         ,0.6396339567894129            ,0.006765427740206833   ,0.004245323508608678   ,30                             ,430                       ,2                       ,COMPLETE
362    ,-0.96  ,2021-10-26 21:17:08.988408 ,2021-10-26 21:17:21.142434 ,0 days 00:00:12.154026 ,0.4244257432474579            ,7                         ,0.6432872819355221            ,0.049393085164720324   ,0.002861567664589391   ,29                             ,278                       ,18                      ,COMPLETE
163    ,-0.948 ,2021-10-26 21:10:10.094105 ,2021-10-26 21:10:35.904026 ,0 days 00:00:25.809921 ,0.4548728147845744            ,4                         ,0.7662578262633442            ,0.973128874346713      ,4.0617334201184475e-05 ,38                             ,578                       ,56                      ,COMPLETE
383    ,-0.942 ,2021-10-26 21:17:47.078999 ,2021-10-26 21:18:00.134133 ,0 days 00:00:13.055134 ,0.49672704522493205           ,7                         ,0.7281309332955144            ,0.03417036853553486    ,0.00020933463365709352 ,29                             ,353                       ,168                     ,COMPLETE
179    ,-0.937 ,2021-10-26 21:10:42.585220 ,2021-10-26 21:10:52.934610 ,0 days 00:00:10.349390 ,0.5595969368443854            ,5                         ,0.8936536313696702            ,0.25520770252992625    ,0.003257553501492925   ,79                             ,713                       ,29                      ,COMPLETE
263    ,-0.882 ,2021-10-26 21:13:45.920849 ,2021-10-26 21:14:10.310480 ,0 days 00:00:24.389631 ,0.4768257089429139            ,7                         ,0.6221940443770453            ,0.041597064722022854   ,0.005763196013815023   ,29                             ,363                       ,5                       ,COMPLETE
319    ,-0.868 ,2021-10-26 21:15:53.883461 ,2021-10-26 21:16:03.564480 ,0 days 00:00:09.681019 ,0.48667926185085236           ,6                         ,0.6933428253813039            ,1.737325460859299e-07  ,0.0020744356919724653  ,20                             ,322                       ,2                       ,COMPLETE
1      ,-0.862 ,2021-10-26 21:04:32.739692 ,2021-10-26 21:05:01.496175 ,0 days 00:00:28.756483 ,0.5057166510517053            ,3                         ,0.4780160942412016            ,4.3403507983642426e-07 ,0.08524190676114222    ,26                             ,431                       ,210                     ,COMPLETE
346    ,-0.862 ,2021-10-26 21:16:44.688512 ,2021-10-26 21:16:55.699396 ,0 days 00:00:11.010884 ,0.40670913884822796           ,6                         ,0.6282907987620638            ,0.004352731329621841   ,0.0016695036243475716  ,73                             ,376                       ,5                       ,COMPLETE
331    ,-0.837 ,2021-10-26 21:16:12.687771 ,2021-10-26 21:16:32.563328 ,0 days 00:00:19.875557 ,0.45699859821426153           ,7                         ,0.5585010520071874            ,0.02345414809428185    ,0.007233712254043509   ,24                             ,366                       ,13                      ,COMPLETE
269    ,-0.836 ,2021-10-26 21:14:01.516172 ,2021-10-26 21:14:13.325167 ,0 days 00:00:11.808995 ,0.45110942225655526           ,7                         ,0.6239807323178272            ,0.04499062658166299    ,0.0011563916523790014  ,28                             ,337                       ,11                      ,COMPLETE
328    ,-0.809 ,2021-10-26 21:16:03.962873 ,2021-10-26 21:16:21.310597 ,0 days 00:00:17.347724 ,0.4738791897997636            ,6                         ,0.5579048309488263            ,0.00986952753027514    ,0.0012080371496403207  ,24                             ,390                       ,12                      ,COMPLETE
53     ,-0.79  ,2021-10-26 21:06:46.339194 ,2021-10-26 21:06:59.937818 ,0 days 00:00:13.598624 ,0.5261302040007927            ,3                         ,0.90808869519468              ,0.1641340143474178     ,0.059801962948153715   ,56                             ,422                       ,67                      ,COMPLETE
314    ,-0.788 ,2021-10-26 21:15:40.134100 ,2021-10-26 21:15:54.462828 ,0 days 00:00:14.328728 ,0.42224210449624927           ,7                         ,0.6994294766304516            ,0.01377654080741814    ,0.0021039015456968562  ,33                             ,411                       ,2                       ,COMPLETE
11     ,-0.775 ,2021-10-26 21:04:53.907567 ,2021-10-26 21:05:16.509438 ,0 days 00:00:22.601871 ,0.6293273095177189            ,4                         ,0.48587487390937867           ,0.00013831284079293574 ,3.1651416370452994e-05 ,43                             ,726                       ,98                      ,COMPLETE
118    ,-0.752 ,2021-10-26 21:08:44.884991 ,2021-10-26 21:09:04.694469 ,0 days 00:00:19.809478 ,0.6519492464461213            ,3                         ,0.9059132008146278            ,1.3371910704867926     ,9.319781457388892      ,30                             ,444                       ,37                      ,COMPLETE
229    ,-0.746 ,2021-10-26 21:12:35.048762 ,2021-10-26 21:12:48.693014 ,0 days 00:00:13.644252 ,0.41596667104882984           ,7                         ,0.709981998233704             ,0.010456592425823065   ,0.004155204110185912   ,75                             ,388                       ,174                     ,COMPLETE
225    ,-0.746 ,2021-10-26 21:12:31.589405 ,2021-10-26 21:12:48.832675 ,0 days 00:00:17.243270 ,0.5181278173730813            ,6                         ,0.7105042295909756            ,0.014027153411473765   ,0.0025139796329818817  ,27                             ,425                       ,165                     ,COMPLETE
38     ,-0.737 ,2021-10-26 21:06:14.571997 ,2021-10-26 21:06:36.528308 ,0 days 00:00:21.956311 ,0.6797684181219728            ,5                         ,0.7903216455906187            ,1.2117606395027687     ,1.5775257965709786     ,41                             ,494                       ,50                      ,COMPLETE
272    ,-0.73  ,2021-10-26 21:14:05.759368 ,2021-10-26 21:14:22.808253 ,0 days 00:00:17.048885 ,0.45338499315591135           ,7                         ,0.6219004684960258            ,0.011766792259748764   ,0.000960942008663656   ,28                             ,386                       ,13                      ,COMPLETE
350    ,-0.719 ,2021-10-26 21:16:50.854789 ,2021-10-26 21:17:04.696990 ,0 days 00:00:13.842201 ,0.5095706387280976            ,6                         ,0.6049885953446206            ,0.009186257929322213   ,0.02448010058024286    ,32                             ,409                       ,7                       ,COMPLETE
156    ,-0.715 ,2021-10-26 21:09:55.872640 ,2021-10-26 21:10:10.187193 ,0 days 00:00:14.314553 ,0.4408299617559148            ,4                         ,0.9576381985069573            ,0.42508430507457184    ,1.3759660922581036e-08 ,48                             ,461                       ,95                      ,COMPLETE
227    ,-0.714 ,2021-10-26 21:12:32.926631 ,2021-10-26 21:12:48.915966 ,0 days 00:00:15.989335 ,0.5182331804136235            ,6                         ,0.6563656463836515            ,0.010858624356873885   ,0.004474130529417885   ,27                             ,383                       ,178                     ,COMPLETE
323    ,-0.7   ,2021-10-26 21:15:59.010270 ,2021-10-26 21:16:12.827411 ,0 days 00:00:13.817141 ,0.4974866690103555            ,6                         ,0.6582999982336148            ,0.011079108725699035   ,0.006683018066436757   ,28                             ,391                       ,10                      ,COMPLETE
376    ,-0.663 ,2021-10-26 21:17:31.467438 ,2021-10-26 21:17:52.315137 ,0 days 00:00:20.847699 ,0.46607284173985714           ,7                         ,0.6676039740715405            ,7.801010066600047e-05  ,0.0025670119555744513  ,26                             ,357                       ,160                     ,COMPLETE
342    ,-0.656 ,2021-10-26 21:16:37.618538 ,2021-10-26 21:16:50.342347 ,0 days 00:00:12.723809 ,0.4045299554329914            ,7                         ,0.6272502007567993            ,7.069019200322896e-07  ,0.0004880219319275816  ,21                             ,426                       ,174                     ,COMPLETE
307    ,-0.629 ,2021-10-26 21:15:24.083765 ,2021-10-26 21:15:40.125625 ,0 days 00:00:16.041860 ,0.4446245122126132            ,7                         ,0.6294788524409112            ,0.07303824976267904    ,0.0036913662517322507  ,26                             ,345                       ,24                      ,COMPLETE
358    ,-0.608 ,2021-10-26 21:17:04.724953 ,2021-10-26 21:17:17.673899 ,0 days 00:00:12.948946 ,0.4537862539102245            ,7                         ,0.682610325883721             ,0.04276130402323063    ,0.005772440035531151   ,27                             ,392                       ,188                     ,COMPLETE
105    ,-0.606 ,2021-10-26 21:08:09.736658 ,2021-10-26 21:08:32.695298 ,0 days 00:00:22.958640 ,0.6222428609057663            ,5                         ,0.7621286028632159            ,0.0015771966669120181  ,0.0009803305086581577  ,52                             ,223                       ,208                     ,COMPLETE
84     ,-0.603 ,2021-10-26 21:07:28.441601 ,2021-10-26 21:07:49.729901 ,0 days 00:00:21.288300 ,0.6969208373488743            ,2                         ,0.8483081573426684            ,0.08740152185719202    ,2.520474367585464      ,46                             ,450                       ,189                     ,COMPLETE
295    ,-0.54  ,2021-10-26 21:14:56.421573 ,2021-10-26 21:15:11.817026 ,0 days 00:00:15.395453 ,0.4854755549455848            ,6                         ,0.6413743302573324            ,0.029112957043203058   ,0.018601072349167826   ,26                             ,430                       ,7                       ,COMPLETE
67     ,-0.528 ,2021-10-26 21:07:09.185488 ,2021-10-26 21:07:25.172770 ,0 days 00:00:15.987282 ,0.4803785873834822            ,6                         ,0.9530501543041676            ,5.10592670229816e-06   ,0.0013203286913885575  ,50                             ,668                       ,14                      ,COMPLETE
380    ,-0.509 ,2021-10-26 21:17:37.912283 ,2021-10-26 21:17:58.863140 ,0 days 00:00:20.950857 ,0.4652307051776833            ,7                         ,0.6668899369682456            ,0.03190960065515542    ,0.00029182626749230686 ,27                             ,418                       ,160                     ,COMPLETE
317    ,-0.506 ,2021-10-26 21:15:52.739550 ,2021-10-26 21:16:02.972947 ,0 days 00:00:10.233397 ,0.4931428059369043            ,6                         ,0.6929068704022706            ,1.093166985520892e-07  ,0.002157486274929182   ,33                             ,411                       ,2                       ,COMPLETE
324    ,-0.499 ,2021-10-26 21:15:59.345448 ,2021-10-26 21:16:12.677376 ,0 days 00:00:13.331928 ,0.4761700167744525            ,6                         ,0.6516987861530031            ,0.011632858790634339   ,0.007152967108829888   ,24                             ,392                       ,2                       ,COMPLETE
374    ,-0.477 ,2021-10-26 21:17:24.203247 ,2021-10-26 21:17:38.924092 ,0 days 00:00:14.720845 ,0.46751764132301005           ,6                         ,0.672271947263065             ,0.00013219620634378524 ,0.002604203701246756   ,25                             ,238                       ,202                     ,COMPLETE
32     ,-0.469 ,2021-10-26 21:06:11.064065 ,2021-10-26 21:06:24.651611 ,0 days 00:00:13.587546 ,0.5695352605897822            ,5                         ,0.7565479399314647            ,4.467732790425204e-05  ,0.4245229013187772     ,80                             ,345                       ,31                      ,COMPLETE
34     ,-0.469 ,2021-10-26 21:06:11.495534 ,2021-10-26 21:06:26.107381 ,0 days 00:00:14.611847 ,0.5638601256492873            ,5                         ,0.7564505784455943            ,4.635401608908397e-05  ,0.35869006393789615    ,78                             ,321                       ,30                      ,COMPLETE
157    ,-0.467 ,2021-10-26 21:09:56.401797 ,2021-10-26 21:10:19.118618 ,0 days 00:00:22.716821 ,0.44628466975358244           ,6                         ,0.7650068857278401            ,0.1123988968380093     ,7.586891008616539e-08  ,38                             ,555                       ,54                      ,COMPLETE
321    ,-0.463 ,2021-10-26 21:15:55.388667 ,2021-10-26 21:16:05.263885 ,0 days 00:00:09.875218 ,0.4973203341628396            ,6                         ,0.6610612454711375            ,0.01119732477968175    ,0.0002500680583713665  ,24                             ,391                       ,10                      ,COMPLETE
77     ,-0.429 ,2021-10-26 21:07:23.075271 ,2021-10-26 21:07:32.196554 ,0 days 00:00:09.121283 ,0.7074058431261518            ,2                         ,0.6784544190898325            ,8.008445129950927e-06  ,0.013207865386424567   ,74                             ,507                       ,158                     ,COMPLETE
231    ,-0.409 ,2021-10-26 21:12:38.748202 ,2021-10-26 21:13:03.675230 ,0 days 00:00:24.927028 ,0.5170018936472456            ,6                         ,0.6386425607438128            ,0.013813820054534253   ,0.013567239826664853   ,75                             ,388                       ,187                     ,COMPLETE
48     ,-0.388 ,2021-10-26 21:06:40.936210 ,2021-10-26 21:06:49.518045 ,0 days 00:00:08.581835 ,0.5221867701753095            ,6                         ,0.8584501908413241            ,4.8055323450429475     ,0.05398130166255857    ,97                             ,441                       ,66                      ,COMPLETE
268    ,-0.37  ,2021-10-26 21:14:00.250310 ,2021-10-26 21:14:15.217203 ,0 days 00:00:14.966893 ,0.469263454581683             ,7                         ,0.6238186382789792            ,0.005674061105438334   ,0.026462804076353316   ,28                             ,387                       ,10                      ,COMPLETE
114    ,-0.357 ,2021-10-26 21:08:33.751484 ,2021-10-26 21:08:49.624313 ,0 days 00:00:15.872829 ,0.6565533045310323            ,7                         ,0.8246945559649485            ,0.061668577938347784   ,8.411717873777803      ,36                             ,466                       ,51                      ,COMPLETE
18     ,-0.356 ,2021-10-26 21:05:16.564756 ,2021-10-26 21:06:01.388958 ,0 days 00:00:44.824202 ,0.43473169334128925           ,4                         ,0.6412382138108752            ,0.04303761744323411    ,0.00021946057896990212 ,12                             ,777                       ,88                      ,COMPLETE
285    ,-0.311 ,2021-10-26 21:14:35.143085 ,2021-10-26 21:14:52.831534 ,0 days 00:00:17.688449 ,0.8149313364779531            ,7                         ,0.593127223726488             ,4.038654945809672e-06  ,0.001703490663500562   ,26                             ,365                       ,18                      ,COMPLETE
345    ,-0.308 ,2021-10-26 21:16:44.672847 ,2021-10-26 21:16:55.631248 ,0 days 00:00:10.958401 ,0.4003107994157697            ,6                         ,0.624126447777604             ,0.004716045740364108   ,0.021497251573824355   ,32                             ,374                       ,157                     ,COMPLETE
49     ,-0.307 ,2021-10-26 21:06:41.940064 ,2021-10-26 21:06:54.554370 ,0 days 00:00:12.614306 ,0.5255086202759202            ,1                         ,0.864277125739418             ,0.0006104557707111139  ,0.02949910610508308    ,58                             ,563                       ,255                     ,COMPLETE
303    ,-0.291 ,2021-10-26 21:15:14.592494 ,2021-10-26 21:15:33.072363 ,0 days 00:00:18.479869 ,0.4162559741698143            ,7                         ,0.6247854242622163            ,0.006651176703114785   ,0.004270944127391531   ,30                             ,374                       ,195                     ,COMPLETE
300    ,-0.287 ,2021-10-26 21:15:08.065786 ,2021-10-26 21:15:24.068817 ,0 days 00:00:16.003031 ,0.7499512434038238            ,6                         ,0.6372891995639727            ,0.006565626102877057   ,0.015695239483834198   ,30                             ,375                       ,189                     ,COMPLETE
102    ,-0.285 ,2021-10-26 21:08:08.325566 ,2021-10-26 21:08:30.129191 ,0 days 00:00:21.803625 ,0.5127347596325225            ,4                         ,0.7391687135702061            ,0.00012540661028899566 ,0.00025977056747913735 ,53                             ,255                       ,213                     ,COMPLETE
