Division,Date,HomeTeam,AwayTeam,Full_Time_Result,Half_Time_Home_Team_Goals,Half_Time_Away_Team_Goals,Half_Time_Result,Home_Team_Shots,Away_Team_Shots,Home_Team_Target_Shots,Away_Team_Target_Shots,Home_Team_Fouls_Commited,Away_Team_Fouls_Commited,Home_Team_Corners,Away_Team_Corners,Home_Team_Yellow_Cards,Away_Team_Yellow_Cards,Home_Team_Red_Cards,Home_Team_Red_Cards.1,Bet365_Home_Win_Odds,Bet365_Draw_Odds,Bet365_Away_Win_Odds,BetAndWin_Home_Win_Odds,BetAndWin_Draw_Odds,BetAndWin_Away_Win_Odds,Interwetten_Home_Win_Odds,Interwetten_Draw_Odds,Interwetten_Away_Win_Odds,WilliamHill_Home_Win_Odds,WilliamHill_Draw_Odds,WilliamHill_Away_Win_Odds,VCBet_Home_Win_Odds,VCBet_Draw_Odds,VCBet_Away_Win_Odds,Home Overall Score,Home Attack Score,Home Middle Score,Home Defensive Score,Home Budget,Away Overall Score,Away Attack Score,Away Middle Score,Away Defensive Score,Away Budget,HOME_ELO,AWAY_ELO,Difference_Overall_Score,Difference_Attack_Score,Difference_Middle_Score,Difference_Defensive_Score,Difference_Budget,DIFFERENCE_ELO
SP1,2013-12-22,Ath Bilbao,Vallecano,1.0,1.0,0.0,H,24.0,14.0,9.0,5.0,11.0,21.0,8.0,7.0,0.0,2.0,0.0,0.0,1.44,4.33,7.0,1.45,4.33,7.0,1.42,4.2,7.3,1.5,4.0,7.0,1.5,4.6,7.0,76,78,77,75,9.5,73,68,72,72,1.3,1093.3222558159366,894.8297146113309,3,10,5,3,8.2,198.4925412046057
SP1,2013-12-22,Celta,Osasuna,0.0,1.0,1.0,D,14.0,13.0,6.0,4.0,14.0,15.0,5.0,7.0,0.0,3.0,0.0,0.0,1.8,3.5,4.5,1.8,3.5,4.5,1.85,3.45,4.0,1.91,3.4,4.0,1.87,3.6,4.6,72,72,73,72,3.6,72,71,71,72,4.8,914.2812480549858,940.3998676198867,0,1,2,0,-1.1999999999999997,-26.118619564900882
SP1,2013-12-22,Espanol,Valladolid,1.0,2.0,0.0,H,13.0,9.0,7.0,4.0,23.0,13.0,2.0,4.0,3.0,1.0,0.0,0.0,1.8,3.4,4.75,1.75,3.4,5.0,1.8,3.5,4.2,1.8,3.2,5.0,1.8,3.7,5.2,73,72,72,74,6.5,73,73,73,72,3.0,986.3152331596445,951.9888096164465,0,-1,-1,2,3.5,34.326423543198075
SP1,2013-12-22,Getafe,Barcelona,2.0,2.0,3.0,A,12.0,15.0,2.0,7.0,26.0,7.0,7.0,1.0,4.0,3.0,0.0,0.0,7.0,4.75,1.4,7.25,4.5,1.42,7.2,5.0,1.35,7.0,4.33,1.44,8.0,5.0,1.44,74,73,72,74,8.3,84,86,86,82,70.0,1016.1554774665399,1461.6298394197242,-10,-13,-14,-8,-61.7,-445.47436195318437
SP1,2013-12-22,Valencia,Real Madrid,2.0,1.0,2.0,A,12.0,12.0,5.0,5.0,12.0,13.0,3.0,6.0,2.0,2.0,0.0,0.0,5.5,4.0,1.57,5.5,4.25,1.55,5.2,4.0,1.57,5.5,3.75,1.62,5.25,4.4,1.65,78,78,76,77,20.0,84,85,84,82,95.0,1065.4129842366137,1386.3994637361639,-6,-7,-8,-5,-75.0,-320.9864794995501
SP1,2014-04-01,Almeria,Granada,1.0,2.0,0.0,H,18.0,5.0,8.0,3.0,18.0,10.0,9.0,9.0,3.0,3.0,0.0,0.0,2.4,3.2,3.0,2.3,3.25,3.1,2.3,3.3,2.9,2.5,3.2,2.8,2.45,3.25,3.25,71,71,70,70,5.3,72,73,72,70,5.0,906.7216579095636,997.2964036646342,-1,-2,-2,0,0.2999999999999998,-90.57474575507058
SP1,2014-04-01,Malaga,Ath Madrid,2.0,0.0,0.0,D,12.0,9.0,3.0,6.0,20.0,14.0,5.0,8.0,4.0,6.0,0.0,0.0,6.0,4.1,1.53,7.0,3.9,1.5,5.6,3.75,1.57,7.0,3.75,1.53,7.0,4.1,1.57,76,75,73,76,10.0,81,81,80,81,30.0,1022.2555821334286,1293.118304550879,-5,-6,-7,-5,-20.0,-270.8627224174504
SP1,2014-04-01,Valencia,Levante,1.0,1.0,0.0,H,17.0,7.0,5.0,2.0,17.0,24.0,7.0,5.0,3.0,1.0,0.0,0.0,1.44,4.2,7.5,1.45,4.2,7.25,1.55,3.9,5.6,1.5,4.0,7.0,1.5,4.4,7.5,78,78,77,77,20.0,73,72,72,73,2.5,1058.8460471009632,964.0766964768142,5,6,5,4,17.5,94.76935062414907
SP1,2014-04-01,Valladolid,Betis,0.0,0.0,0.0,D,10.0,6.0,3.0,3.0,6.0,10.0,10.0,6.0,1.0,0.0,0.0,0.0,2.38,3.25,3.0,2.35,3.3,2.95,2.2,3.3,3.1,2.4,3.1,3.1,2.45,3.4,3.0,73,73,74,71,3.0,74,77,71,73,4.0,937.7788196434399,932.1089675228119,-1,-4,3,-2,-1.0,5.669852120627979
SP1,2014-05-01,Barcelona,Elche,1.0,2.0,0.0,H,13.0,3.0,6.0,0.0,12.0,17.0,1.0,2.0,2.0,2.0,0.0,0.0,1.07,11.0,26.0,1.09,9.5,23.0,1.1,8.0,20.0,1.1,8.0,34.0,1.07,11.5,41.0,84,86,85,83,70.0,72,69,71,72,1.9,1467.9504915762482,957.1349484723784,12,17,14,11,68.1,510.8155431038698
SP1,2014-05-01,Osasuna,Espanol,1.0,1.0,0.0,H,11.0,13.0,4.0,3.0,9.0,15.0,1.0,10.0,3.0,7.0,0.0,0.0,2.4,3.2,3.0,2.3,3.1,3.25,2.4,3.3,2.75,2.5,3.1,3.0,2.5,3.2,3.2,72,71,71,72,4.8,73,74,72,72,6.5,943.5423585824874,1000.5252231326511,-1,-3,-1,0,-1.7000000000000002,-56.982864550163754
SP1,2014-05-01,Sevilla,Getafe,1.0,1.0,0.0,H,20.0,9.0,7.0,1.0,13.0,14.0,9.0,2.0,2.0,2.0,0.0,0.0,1.53,4.2,5.75,1.55,4.1,5.75,1.55,3.9,5.6,1.57,3.8,6.0,1.57,4.3,6.5,76,77,75,75,18.0,74,73,74,70,8.3,1092.2850608709382,1009.8348253100158,2,4,1,5,9.7,82.45023556092235
SP1,2014-05-01,Sociedad,Ath Bilbao,1.0,1.0,0.0,H,8.0,13.0,4.0,3.0,11.0,15.0,5.0,4.0,2.0,3.0,0.0,0.0,2.15,3.4,3.3,2.2,3.25,3.3,2.3,3.2,3.0,2.2,3.3,3.3,2.2,3.4,3.4,78,78,76,76,5.8,76,77,77,75,9.5,1187.1336316683457,1097.885113887282,2,1,-1,1,-3.7,89.24851778106381
SP1,2014-06-01,Real Madrid,Celta,1.0,0.0,0.0,D,18.0,15.0,8.0,1.0,12.0,9.0,12.0,9.0,0.0,2.0,0.0,0.0,1.1,9.0,21.0,1.09,9.75,21.0,1.1,8.0,20.0,1.1,8.0,34.0,1.1,11.0,31.0,84,85,84,82,95.0,73,75,72,71,3.6,1392.9664008718144,911.138757092385,11,10,12,11,91.4,481.8276437794293
SP1,2014-06-01,Vallecano,Villarreal,2.0,0.0,3.0,A,19.0,12.0,8.0,6.0,14.0,18.0,11.0,5.0,3.0,3.0,0.0,0.0,3.3,3.4,2.15,3.5,3.4,2.05,3.6,3.3,2.0,3.3,3.3,2.2,3.6,3.4,2.2,73,72,71,73,1.3,73,72,72,71,8.0,890.2668565399857,1062.4564123932937,0,0,-1,2,-6.7,-172.18955585330798
SP1,2014-10-01,Granada,Valladolid,1.0,2.0,0.0,H,15.0,10.0,8.0,1.0,11.0,13.0,8.0,5.0,0.0,3.0,0.0,0.0,2.0,3.3,3.8,2.0,3.3,3.8,2.0,3.3,3.6,2.05,3.1,4.0,2.05,3.4,4.1,73,74,70,71,5.0,72,73,70,71,3.0,971.7583406655838,933.3523379709438,1,1,0,0,2.0,38.40600269463994
SP1,2014-11-01,Ath Bilbao,Almeria,1.0,3.0,1.0,H,15.0,9.0,7.0,2.0,13.0,10.0,8.0,6.0,2.0,1.0,0.0,0.0,1.4,4.5,7.5,1.4,4.5,7.75,1.42,4.2,7.3,1.4,4.5,8.0,1.4,4.75,9.0,76,76,77,75,9.5,70,70,70,70,5.3,1086.5572236157418,932.2597209086141,6,6,7,5,4.2,154.2975027071277
SP1,2014-11-01,Ath Madrid,Barcelona,0.0,0.0,0.0,D,6.0,9.0,2.0,2.0,17.0,9.0,7.0,6.0,2.0,3.0,0.0,0.0,3.1,3.5,2.2,3.2,3.4,2.2,3.3,3.5,2.1,3.3,3.1,2.25,3.25,3.5,2.25,81,80,80,81,30.0,84,87,85,83,70.0,1301.2838546631824,1469.469067929676,-3,-7,-5,-2,-40.0,-168.18521326649352
SP1,2014-11-01,Celta,Valencia,1.0,0.0,1.0,A,21.0,11.0,8.0,2.0,7.0,14.0,4.0,2.0,0.0,2.0,0.0,0.0,3.1,3.3,2.3,3.0,3.25,2.35,2.75,3.3,2.4,2.9,3.25,2.45,3.12,3.4,2.4,73,75,72,72,3.6,77,76,77,73,20.0,909.3580040801705,1069.9066873839201,-4,-1,-5,-1,-16.4,-160.5486833037496
SP1,2014-11-01,Elche,Sevilla,0.0,0.0,0.0,D,10.0,10.0,3.0,3.0,7.0,23.0,8.0,5.0,2.0,3.0,0.0,0.0,3.3,3.4,2.15,3.5,3.25,2.1,3.3,3.3,2.1,3.2,3.3,2.25,3.6,3.4,2.2,72,72,72,72,1.9,76,78,75,74,18.0,955.6163721189506,1105.891677198114,-4,-6,-3,-2,-16.1,-150.27530507916333
SP1,2014-12-01,Betis,Osasuna,2.0,0.0,1.0,A,22.0,7.0,8.0,3.0,20.0,11.0,8.0,3.0,4.0,2.0,1.0,1.0,1.8,3.5,4.5,1.8,3.5,4.5,1.9,3.45,3.8,1.83,3.3,4.5,1.83,3.5,5.0,74,74,72,71,4.0,72,71,71,72,4.8,936.5354491953079,956.6945918379938,2,3,1,-1,-0.7999999999999998,-20.15914264268588
SP1,2014-12-01,Espanol,Real Madrid,2.0,0.0,0.0,D,11.0,23.0,1.0,8.0,19.0,12.0,3.0,8.0,2.0,1.0,0.0,0.0,7.5,5.5,1.33,8.0,5.0,1.35,9.0,5.0,1.3,8.0,5.0,1.36,9.0,5.5,1.36,73,72,73,73,6.5,84,88,83,82,95.0,987.3729898771447,1394.7471538840289,-11,-16,-10,-9,-88.5,-407.37416400688414
SP1,2014-12-01,Getafe,Vallecano,2.0,0.0,1.0,A,14.0,14.0,5.0,5.0,19.0,14.0,12.0,7.0,5.0,1.0,0.0,0.0,2.0,3.4,3.75,1.95,3.5,3.75,1.9,3.5,3.7,2.1,3.1,3.8,2.1,3.5,3.7,74,73,73,74,8.3,73,71,73,73,1.3,996.2282089828401,869.3938786651191,1,2,0,1,7.000000000000001,126.83433031772097
SP1,2014-12-01,Levante,Malaga,1.0,1.0,0.0,H,8.0,22.0,5.0,6.0,24.0,16.0,4.0,7.0,4.0,5.0,0.0,0.0,2.5,3.2,2.88,2.5,3.25,2.8,2.4,3.3,2.75,2.62,3.1,2.8,2.7,3.2,2.9,74,72,73,73,2.5,76,76,72,76,10.0,953.0160561938571,1014.090032021125,-2,-4,1,-3,-7.5,-61.07397582726787
SP1,2014-01-13,Villarreal,Sociedad,1.0,3.0,0.0,H,22.0,8.0,11.0,4.0,16.0,13.0,8.0,6.0,2.0,4.0,0.0,0.0,1.91,3.5,4.0,1.85,3.6,4.1,1.9,3.5,3.7,2.0,3.2,4.0,1.95,3.5,4.1,73,75,74,72,8.0,77,80,76,76,5.8,1083.3293902681603,1198.4615219398859,-4,-5,-2,-4,2.2,-115.13213167172557
SP1,2014-01-17,Malaga,Valencia,0.0,0.0,0.0,D,17.0,11.0,6.0,4.0,17.0,17.0,5.0,5.0,2.0,4.0,0.0,0.0,2.7,3.2,2.63,2.7,3.2,2.6,2.6,3.2,2.6,2.75,3.2,2.6,2.75,3.3,2.7,76,75,73,76,10.0,77,76,77,76,20.0,1000.7636068934952,1052.3187373445558,-1,-1,-4,0,-10.0,-51.55513045106056
SP1,2014-01-18,Betis,Real Madrid,2.0,0.0,3.0,A,7.0,21.0,1.0,11.0,18.0,13.0,0.0,7.0,3.0,1.0,0.0,0.0,8.5,6.0,1.29,11.0,5.5,1.26,10.5,6.0,1.22,11.0,5.0,1.29,9.5,6.0,1.29,74,74,72,73,4.0,84,88,83,82,95.0,918.1478642259195,1399.1157077911216,-10,-14,-11,-9,-91.0,-480.9678435652021
SP1,2014-01-18,Elche,Vallecano,1.0,1.0,0.0,H,15.0,7.0,10.0,1.0,13.0,7.0,7.0,1.0,2.0,2.0,0.0,1.0,2.38,3.2,3.0,2.25,3.2,3.2,2.2,3.2,3.2,2.3,3.2,3.2,2.4,3.3,3.3,72,71,72,72,1.9,73,71,73,72,1.3,957.771907392425,892.997979184675,-1,0,-1,0,0.5999999999999999,64.77392820774992
SP1,2014-01-18,Espanol,Celta,1.0,0.0,0.0,D,8.0,12.0,3.0,2.0,15.0,14.0,3.0,8.0,1.0,1.0,0.0,0.0,2.0,3.25,3.9,1.91,3.3,4.2,1.9,3.45,3.8,2.0,3.4,3.75,2.05,3.4,4.1,73,72,73,73,6.5,73,74,72,71,3.6,983.004435970052,926.945954119535,0,-2,1,2,2.9,56.058481850516955
SP1,2014-01-18,Granada,Osasuna,0.0,0.0,0.0,D,17.0,8.0,3.0,0.0,11.0,12.0,7.0,0.0,1.0,3.0,0.0,0.0,2.0,3.2,4.0,1.95,3.3,4.0,2.1,3.3,3.3,2.05,3.25,3.8,2.0,3.3,4.33,73,73,72,71,5.0,72,71,71,73,4.8,988.1102781383975,975.0821768073822,1,2,1,-2,0.20000000000000018,13.02810133101525
SP1,2014-01-19,Ath Madrid,Sevilla,0.0,1.0,0.0,H,16.0,10.0,2.0,3.0,13.0,15.0,8.0,3.0,3.0,2.0,0.0,1.0,1.36,4.75,8.5,1.33,4.75,9.5,1.37,4.6,7.5,1.36,4.8,8.5,1.36,4.8,10.0,81,81,80,81,30.0,76,78,76,75,18.0,1304.1904267160671,1103.7361419246395,5,3,4,6,12.0,200.45428479142765
SP1,2014-01-19,Getafe,Sociedad,0.0,1.0,2.0,A,16.0,9.0,5.0,6.0,21.0,12.0,9.0,3.0,3.0,2.0,1.0,0.0,3.0,3.4,2.3,2.95,3.3,2.35,2.75,3.3,2.4,3.1,3.3,2.3,3.2,3.4,2.38,74,73,73,74,8.3,77,80,76,76,5.8,972.6241084632842,1171.0037372923812,-3,-7,-3,-2,2.500000000000001,-198.379628829097
SP1,2014-01-19,Levante,Barcelona,0.0,1.0,1.0,D,7.0,17.0,4.0,6.0,13.0,11.0,2.0,8.0,3.0,1.0,0.0,0.0,15.0,7.0,1.17,15.0,6.5,1.19,14.0,6.5,1.17,13.0,7.5,1.18,18.0,7.5,1.2,74,72,73,73,2.5,84,86,86,83,70.0,966.342481321487,1466.5624958767912,-10,-14,-13,-10,-67.5,-500.22001455530426
SP1,2014-01-19,Villarreal,Almeria,1.0,1.0,0.0,H,12.0,13.0,2.0,4.0,15.0,15.0,9.0,7.0,2.0,1.0,0.0,0.0,1.33,5.0,9.0,1.33,4.75,9.5,1.35,4.8,7.6,1.35,4.8,9.0,1.33,5.0,11.0,73,75,74,72,8.0,70,73,70,70,5.3,1110.787174915665,922.3491269356663,3,2,4,2,2.7,188.43804797999871
SP1,2014-01-20,Ath Bilbao,Valladolid,1.0,0.0,1.0,A,23.0,7.0,14.0,4.0,6.0,13.0,11.0,0.0,2.0,4.0,0.0,0.0,1.36,4.75,8.5,1.33,4.75,9.5,1.4,4.6,6.8,1.36,4.5,9.0,1.4,4.75,10.0,76,77,78,75,9.5,72,73,72,71,3.0,1096.4678175886895,917.0004004981301,4,4,6,4,6.5,179.46741709055937
SP1,2014-01-24,Celta,Betis,1.0,3.0,1.0,H,10.0,13.0,5.0,5.0,17.0,15.0,2.0,4.0,2.0,3.0,0.0,1.0,2.1,3.4,3.4,2.0,3.4,3.7,1.9,3.45,3.8,2.1,3.3,3.6,2.15,3.4,3.7,73,74,72,71,3.6,74,74,72,73,4.0,918.2642315281988,912.8529036638347,-1,0,0,-2,-0.3999999999999999,5.411327864364125
SP1,2014-01-25,Real Madrid,Granada,1.0,0.0,0.0,D,23.0,8.0,8.0,2.0,11.0,14.0,4.0,1.0,4.0,2.0,0.0,0.0,1.05,15.0,26.0,1.07,11.5,23.0,1.07,9.5,22.0,1.08,9.0,34.0,1.06,13.0,36.0,84,88,83,82,95.0,73,73,72,71,5.0,1404.4106683532066,983.3956241403382,11,15,11,11,90.0,421.01504421286836
SP1,2014-01-25,Sevilla,Levante,2.0,1.0,1.0,D,28.0,7.0,10.0,6.0,15.0,15.0,7.0,3.0,3.0,3.0,1.0,1.0,1.36,4.75,8.5,1.35,4.75,9.0,1.4,4.4,7.3,1.4,4.5,8.0,1.4,4.75,10.0,76,78,76,75,18.0,74,72,73,73,2.5,1114.216802407002,978.6183470642031,2,6,3,2,15.5,135.59845534279884
SP1,2014-01-25,Valencia,Espanol,0.0,2.0,2.0,D,15.0,9.0,5.0,2.0,13.0,11.0,10.0,4.0,3.0,0.0,0.0,0.0,1.53,4.0,6.0,1.57,3.8,6.0,1.6,3.7,5.4,1.62,3.6,6.0,1.62,4.0,6.25,77,76,77,76,20.0,73,72,73,73,6.5,1054.3968203634765,991.6861585613882,4,4,4,3,13.5,62.71066180208834
SP1,2014-01-25,Valladolid,Villarreal,1.0,1.0,0.0,H,8.0,4.0,2.0,2.0,19.0,13.0,8.0,2.0,4.0,0.0,0.0,0.0,4.0,3.3,1.95,3.9,3.5,1.91,4.0,3.45,1.85,4.0,3.2,2.0,4.1,3.5,2.0,72,73,72,71,3.0,73,75,74,72,8.0,909.4960611129534,1117.9741522479035,-1,-2,-2,-1,-5.0,-208.4780911349501
SP1,2014-01-26,Almeria,Getafe,1.0,0.0,0.0,D,7.0,16.0,4.0,5.0,19.0,16.0,10.0,12.0,2.0,2.0,0.0,0.0,2.4,3.2,3.0,2.35,3.25,3.0,2.3,3.3,2.9,2.5,3.2,2.8,2.45,3.25,3.2,70,73,70,70,5.3,74,73,73,74,8.3,915.1621496034278,976.7615072707085,-4,0,-3,-4,-3.000000000000001,-61.59935766728074
SP1,2014-01-26,Barcelona,Malaga,1.0,1.0,0.0,H,23.0,4.0,10.0,2.0,13.0,16.0,15.0,2.0,1.0,3.0,0.0,0.0,1.08,10.0,23.0,1.08,11.0,21.0,1.1,8.0,20.0,1.08,9.0,34.0,1.1,12.0,34.0,84,86,86,83,70.0,76,75,73,76,10.0,1454.286630134075,998.6855238745744,8,11,13,7,60.0,455.6011062595006
SP1,2014-01-26,Osasuna,Ath Bilbao,2.0,1.0,2.0,A,11.0,19.0,1.0,9.0,24.0,13.0,1.0,8.0,3.0,4.0,1.0,0.0,3.5,3.2,2.15,3.4,3.25,2.15,3.1,3.3,2.2,3.3,3.2,2.25,3.6,3.3,2.2,72,71,71,73,4.8,76,77,78,75,9.5,979.7968308054415,1103.9721569738663,-4,-6,-7,-2,-4.7,-124.17532616842482
SP1,2014-01-26,Vallecano,Ath Madrid,2.0,1.0,3.0,A,13.0,15.0,6.0,7.0,16.0,13.0,8.0,9.0,2.0,1.0,0.0,0.0,8.0,4.5,1.4,7.75,4.5,1.4,7.3,4.4,1.4,8.0,4.0,1.44,8.5,4.5,1.45,73,71,73,72,1.3,81,81,80,81,30.0,880.4347185284529,1293.7097662337046,-8,-10,-7,-9,-28.7,-413.2750477052517
SP1,2014-01-27,Sociedad,Elche,1.0,2.0,0.0,H,7.0,18.0,5.0,6.0,9.0,8.0,4.0,6.0,1.0,2.0,0.0,0.0,1.5,4.0,7.0,1.48,4.1,6.75,1.4,4.6,6.8,1.53,3.75,7.0,1.55,4.4,6.5,77,80,76,76,5.8,72,71,72,72,1.9,1166.8663384849567,970.3351680486471,5,9,4,4,3.9,196.5311704363096
SP1,2014-01-31,Granada,Celta,2.0,1.0,1.0,D,16.0,10.0,3.0,3.0,10.0,14.0,9.0,4.0,2.0,4.0,0.0,0.0,2.1,3.5,3.25,2.0,3.4,3.7,2.0,3.3,3.6,2.1,3.25,3.6,2.15,3.4,3.7,73,73,72,71,5.0,73,74,72,71,3.6,981.2598403956193,934.1397965017563,0,-1,0,0,1.4,47.120043893863
SP1,2014-01-02,Barcelona,Valencia,2.0,1.0,1.0,D,20.0,8.0,5.0,4.0,18.0,8.0,9.0,5.0,2.0,3.0,1.0,0.0,1.13,8.0,19.0,1.13,8.0,17.0,1.15,7.0,15.0,1.14,7.0,21.0,1.14,8.5,23.0,84,86,86,83,70.0,77,76,77,76,20.0,1456.3461976617607,1047.8442197345569,7,10,9,7,50.0,408.5019779272038
SP1,2014-01-02,Getafe,Valladolid,0.0,0.0,0.0,D,7.0,10.0,1.0,2.0,11.0,13.0,2.0,9.0,2.0,3.0,0.0,0.0,2.0,3.4,3.75,1.91,3.4,4.0,2.0,3.3,3.6,2.0,3.2,4.0,2.0,3.4,4.2,74,73,73,74,8.3,72,73,72,71,3.0,963.4126781806974,929.0329603337701,2,0,1,3,5.300000000000001,34.37971784692729
SP1,2014-01-02,Levante,Vallecano,0.0,0.0,0.0,D,11.0,16.0,2.0,5.0,23.0,20.0,6.0,6.0,2.0,3.0,0.0,0.0,2.15,3.3,3.4,2.2,3.2,3.4,2.0,3.3,3.6,2.2,3.2,3.4,2.2,3.4,3.6,74,72,73,73,2.5,73,71,73,72,1.3,1002.4726562693409,874.0697828355129,1,1,0,1,1.2,128.40287343382795
SP1,2014-01-02,Malaga,Sevilla,1.0,1.0,0.0,H,14.0,11.0,7.0,4.0,12.0,14.0,3.0,5.0,3.0,5.0,0.0,0.0,2.8,3.4,2.4,2.85,3.25,2.45,2.75,3.3,2.4,3.0,3.0,2.5,3.0,3.4,2.5,76,75,73,76,10.0,76,78,76,75,18.0,996.6259563468888,1090.3624932018643,0,-3,-3,1,-8.0,-93.7365368549755
SP1,2014-02-02,Ath Bilbao,Real Madrid,0.0,0.0,0.0,D,9.0,10.0,3.0,3.0,13.0,14.0,6.0,3.0,1.0,1.0,0.0,1.0,5.25,4.0,1.62,4.75,4.33,1.6,5.4,3.9,1.57,5.0,3.75,1.67,4.75,4.1,1.7,76,77,78,75,9.5,84,88,83,82,95.0,1128.4567249437937,1406.5464520979256,-8,-11,-5,-7,-85.5,-278.0897271541319
SP1,2014-02-02,Ath Madrid,Sociedad,1.0,1.0,0.0,H,12.0,10.0,6.0,2.0,16.0,13.0,6.0,7.0,3.0,2.0,0.0,0.0,1.3,5.0,10.0,1.31,5.0,9.75,1.37,4.6,7.5,1.36,4.5,9.0,1.33,5.4,11.0,81,81,80,81,30.0,77,80,76,76,5.8,1300.0747019266446,1174.9472783321287,4,1,4,5,24.2,125.1274235945159
SP1,2014-02-02,Betis,Espanol,1.0,0.0,0.0,D,13.0,6.0,3.0,1.0,15.0,15.0,8.0,5.0,3.0,1.0,0.0,0.0,2.3,3.2,3.2,2.3,3.3,3.1,2.2,3.4,3.0,2.38,3.1,3.1,2.38,3.3,3.4,74,74,72,73,4.0,73,72,73,73,6.5,896.9773386902772,998.2387591903079,1,2,-1,0,-2.5,-101.26142050003068
SP1,2014-02-02,Elche,Almeria,1.0,0.0,0.0,D,13.0,10.0,5.0,3.0,14.0,18.0,8.0,3.0,3.0,3.0,1.0,0.0,2.0,3.4,3.75,1.95,3.3,4.0,2.0,3.3,3.6,2.0,3.2,4.0,1.95,3.4,4.4,72,71,72,72,1.9,70,73,70,70,5.3,962.254228201475,928.5109786934389,2,-2,2,2,-3.4,33.743249508036115
SP1,2014-03-02,Villarreal,Osasuna,1.0,0.0,0.0,D,13.0,10.0,8.0,2.0,17.0,8.0,5.0,2.0,2.0,1.0,0.0,0.0,1.33,5.0,9.0,1.37,4.4,9.25,1.4,4.6,6.8,1.4,4.5,8.0,1.4,4.8,10.0,73,75,74,72,8.0,72,71,71,73,4.8,1098.4372530270869,955.3122628355142,1,4,3,-1,3.2,143.1249901915727
SP1,2014-07-02,Espanol,Granada,1.0,0.0,0.0,D,13.0,13.0,5.0,1.0,17.0,19.0,3.0,3.0,4.0,5.0,1.0,0.0,1.8,3.5,4.5,1.78,3.4,4.75,1.9,3.45,3.8,1.85,3.4,4.4,1.85,3.5,5.0,73,72,73,73,6.5,73,73,72,71,5.0,975.6570696981356,960.2624035103412,0,-1,1,2,1.5,15.394666187794428
SP1,2014-08-02,Almeria,Ath Madrid,1.0,0.0,0.0,D,7.0,12.0,3.0,1.0,21.0,8.0,2.0,1.0,2.0,2.0,0.0,1.0,10.0,5.25,1.29,10.0,5.0,1.3,9.0,5.0,1.3,12.0,4.33,1.33,11.0,5.4,1.33,70,73,70,70,5.3,81,81,80,81,30.0,919.01587885964,1311.381156972059,-11,-8,-10,-11,-24.7,-392.365278112419
SP1,2014-08-02,Real Madrid,Villarreal,1.0,2.0,1.0,H,13.0,10.0,6.0,3.0,10.0,7.0,6.0,3.0,0.0,2.0,0.0,0.0,1.33,5.0,8.5,1.35,5.0,8.0,1.3,5.0,9.0,1.4,4.2,9.0,1.36,5.25,8.0,84,88,83,82,95.0,73,75,74,72,8.0,1399.4671174410028,1107.3422636661194,11,13,9,10,87.0,292.1248537748834
SP1,2014-08-02,Valencia,Betis,1.0,2.0,0.0,H,18.0,9.0,9.0,2.0,7.0,15.0,9.0,9.0,0.0,2.0,0.0,0.0,1.44,4.33,7.0,1.44,4.4,7.0,1.45,4.0,7.0,1.5,3.6,8.0,1.5,4.3,8.0,77,76,77,76,20.0,74,74,72,73,4.0,1076.3194232170988,919.5590281824494,3,2,5,3,16.0,156.76039503464938
SP1,2014-08-02,Vallecano,Malaga,1.0,3.0,0.0,H,11.0,15.0,6.0,5.0,20.0,14.0,3.0,5.0,3.0,3.0,0.0,1.0,2.4,3.2,3.0,2.4,3.25,2.95,2.4,3.3,2.75,2.5,3.1,2.9,2.55,3.3,3.0,73,71,72,70,1.3,75,71,72,76,10.0,882.719203766206,1011.3555701966114,-2,0,0,-6,-8.7,-128.63636643040547
SP1,2014-09-02,Osasuna,Getafe,1.0,1.0,0.0,H,14.0,18.0,7.0,4.0,19.0,11.0,4.0,6.0,1.0,4.0,0.0,0.0,2.1,3.2,3.6,2.15,3.2,3.5,2.1,3.3,3.3,2.25,3.1,3.4,2.2,3.3,3.75,72,71,71,73,4.8,74,73,73,73,8.3,946.4072521964817,957.8840163926634,-2,-2,-2,0,-3.500000000000001,-11.476764196181648
SP1,2014-09-02,Sevilla,Barcelona,2.0,1.0,2.0,A,15.0,9.0,4.0,5.0,22.0,9.0,6.0,0.0,3.0,3.0,0.0,0.0,6.0,4.0,1.53,5.5,4.33,1.53,6.1,4.0,1.5,6.0,4.0,1.53,5.5,4.2,1.6,76,78,76,75,18.0,84,84,86,84,70.0,1075.6328793521416,1427.8709941792188,-8,-6,-10,-9,-52.0,-352.2381148270772
SP1,2014-09-02,Sociedad,Levante,0.0,0.0,0.0,D,18.0,6.0,6.0,0.0,10.0,20.0,7.0,3.0,2.0,3.0,0.0,0.0,1.44,4.33,7.0,1.45,4.2,7.25,1.5,4.0,6.1,1.44,3.75,10.0,1.45,4.33,7.5,77,80,76,76,5.8,74,72,73,73,2.5,1163.6408232867143,993.8232353386478,3,8,3,3,3.3,169.8175879480665
SP1,2014-09-02,Valladolid,Elche,0.0,0.0,1.0,A,13.0,9.0,3.0,4.0,15.0,15.0,9.0,2.0,2.0,2.0,0.0,0.0,2.05,3.2,3.8,2.05,3.3,3.6,2.0,3.3,3.6,2.2,3.0,3.6,2.2,3.2,3.9,72,73,72,71,3.0,72,71,72,72,1.9,934.5616221218041,971.749328035274,0,2,0,-1,1.1,-37.18770591346981
