Division,Date,HomeTeam,AwayTeam,Full_Time_Home_Team_Goals,Full_Time_Away_Team_Goals,Full_Time_Result,Half_Time_Home_Team_Goals,Half_Time_Away_Team_Goals,Half_Time_Result,Home_Team_Shots,Away_Team_Shots,Home_Team_Target_Shots,Away_Team_Target_Shots,Home_Team_Fouls_Commited,Away_Team_Fouls_Commited,Home_Team_Corners,Away_Team_Corners,Home_Team_Yellow_Cards,Away_Team_Yellow_Cards,Home_Team_Red_Cards,Home_Team_Red_Cards,Bet365_Home_Win_Odds,Bet365_Draw_Odds,Bet365_Away_Win_Odds,BetAndWin_Home_Win_Odds,BetAndWin_Draw_Odds,BetAndWin_Away_Win_Odds,Interwetten_Home_Win_Odds,Interwetten_Draw_Odds,Interwetten_Away_Win_Odds,WilliamHill_Home_Win_Odds,WilliamHill_Draw_Odds,WilliamHill_Away_Win_Odds,VCBet_Home_Win_Odds,VCBet_Draw_Odds,VCBet_Away_Win_Odds,Season,Home Overall Score,Home Attack Score,Home Middle Score,Home Defensive Score,Home Budget,Away Overall Score,Away Attack Score,Away Middle Score,Away Defensive Score,Away Budget
SP1,2011-10-23,Villarreal,Levante,0.0,3.0,A,0.0,2.0,A,15.0,9.0,5.0,3.0,7.0,8.0,4.0,4.0,2.0,1.0,0.0,0.0,1.91,3.3,4.2,1.95,3.3,3.9,1.9,3.3,3.7,1.91,3.3,4.2,2.0,3.5,4.0,2011_2012,77,77,76,74,15.0,74,66,68,69,2.5
SP1,2011-10-25,Granada,Barcelona,0.0,1.0,A,0.0,1.0,A,2.0,17.0,0.0,7.0,14.0,9.0,2.0,10.0,3.0,4.0,2.0,0.0,23.0,9.0,1.1,21.0,7.75,1.12,14.0,6.2,1.15,23.0,7.0,1.14,29.0,9.5,1.12,2011_2012,73,66,68,67,2.5,86,81,84,80,77.0
SP1,2011-10-25,Sevilla,Santander,2.0,2.0,D,1.0,0.0,H,22.0,9.0,11.0,5.0,8.0,19.0,14.0,0.0,1.0,3.0,0.0,0.0,1.4,4.5,7.5,1.38,4.4,8.5,1.4,4.1,7.0,1.4,4.5,8.0,1.44,4.5,9.0,2011_2012,78,75,72,71,16.0,72,64,68,67,0.9
SP1,2011-10-26,Getafe,Osasuna,2.0,2.0,D,0.0,1.0,A,13.0,6.0,4.0,3.0,12.0,19.0,4.0,3.0,2.0,3.0,0.0,0.0,1.95,3.3,4.0,1.88,3.5,4.0,2.0,3.2,3.4,1.95,3.3,4.0,2.0,3.4,4.2,2011_2012,75,67,72,68,10.0,73,67,69,69,4.5
SP1,2011-10-26,Levante,Sociedad,3.0,2.0,H,0.0,1.0,A,10.0,19.0,4.0,5.0,12.0,16.0,6.0,6.0,3.0,1.0,1.0,0.0,1.73,3.5,5.0,1.75,3.5,4.75,1.75,3.4,4.3,1.75,3.4,5.0,1.75,3.6,5.5,2011_2012,74,66,68,69,2.5,73,67,66,70,3.0
SP1,2011-10-26,Mallorca,Sp Gijon,1.0,2.0,A,1.0,0.0,H,17.0,12.0,5.0,2.0,15.0,12.0,6.0,5.0,4.0,4.0,0.0,0.0,2.0,3.3,3.8,1.91,3.3,4.1,1.8,3.4,4.0,2.0,3.3,3.8,2.05,3.4,4.0,2011_2012,73,66,69,68,1.5,73,69,69,68,1.4
SP1,2011-10-26,Real Madrid,Villarreal,3.0,0.0,H,3.0,0.0,H,13.0,4.0,6.0,3.0,15.0,12.0,4.0,5.0,2.0,3.0,0.0,0.0,1.13,8.0,21.0,1.12,8.5,17.0,1.15,6.2,14.0,1.14,7.0,23.0,1.12,10.0,26.0,2011_2012,85,78,79,76,98.4,77,77,76,74,15.0
SP1,2011-10-26,Vallecano,Malaga,2.0,0.0,H,1.0,0.0,H,15.0,5.0,6.0,0.0,13.0,10.0,6.0,4.0,2.0,3.0,0.0,1.0,2.9,3.3,2.4,3.0,3.2,2.35,2.7,3.2,2.4,2.88,3.2,2.5,3.0,3.3,2.5,2011_2012,72,68,68,66,0.8,78,67,74,73,45.0
SP1,2011-10-26,Zaragoza,Valencia,0.0,1.0,A,0.0,0.0,D,8.0,15.0,0.0,4.0,20.0,16.0,1.0,9.0,3.0,4.0,0.0,0.0,3.3,3.3,2.2,3.3,3.4,2.2,2.9,3.2,2.25,3.3,3.2,2.25,3.5,3.4,2.2,2011_2012,73,69,66,68,4.5,79,74,72,74,20.0
SP1,2011-10-27,Ath Bilbao,Ath Madrid,3.0,0.0,H,0.0,0.0,D,14.0,11.0,4.0,4.0,9.0,21.0,10.0,8.0,3.0,5.0,0.0,0.0,2.38,3.4,2.88,2.45,3.3,2.95,2.4,3.2,2.7,2.4,3.3,2.88,2.38,3.5,3.12,2011_2012,77,70,71,70,9.5,79,70,72,74,27.0
SP1,2011-10-27,Espanol,Betis,1.0,0.0,H,0.0,0.0,D,17.0,9.0,5.0,5.0,9.0,10.0,5.0,8.0,5.0,2.0,0.0,0.0,2.2,3.3,3.3,2.25,3.3,3.3,2.2,3.2,3.0,2.2,3.2,3.4,2.2,3.3,3.6,2011_2012,75,70,72,69,8.0,73,68,72,69,3.0
SP1,2011-10-29,Barcelona,Mallorca,5.0,0.0,H,3.0,0.0,H,18.0,2.0,10.0,0.0,11.0,16.0,9.0,1.0,1.0,2.0,0.0,0.0,1.06,11.0,34.0,1.07,10.5,26.0,1.11,7.3,15.0,1.1,8.0,34.0,1.08,12.0,34.0,2011_2012,86,81,84,80,77.0,73,66,69,68,1.5
SP1,2011-10-29,Sociedad,Real Madrid,0.0,1.0,A,0.0,1.0,A,5.0,12.0,3.0,6.0,18.0,18.0,3.0,5.0,5.0,2.0,0.0,0.0,15.0,7.0,1.17,12.5,7.0,1.18,12.0,5.5,1.2,15.0,5.5,1.22,17.0,7.5,1.2,2011_2012,73,67,66,70,3.0,85,78,79,76,98.4
SP1,2011-10-29,Valencia,Getafe,3.0,1.0,H,2.0,1.0,H,13.0,9.0,5.0,3.0,20.0,13.0,5.0,3.0,2.0,2.0,0.0,0.0,1.44,4.33,7.0,1.48,4.0,7.0,1.45,3.9,6.5,1.53,3.75,7.0,1.53,4.33,7.0,2011_2012,79,74,72,74,20.0,75,67,72,68,10.0
SP1,2011-10-29,Villarreal,Vallecano,2.0,0.0,H,1.0,0.0,H,11.0,9.0,5.0,1.0,14.0,11.0,5.0,2.0,3.0,5.0,0.0,0.0,2.0,3.4,3.75,2.05,3.3,3.9,2.0,3.3,3.3,2.1,3.2,3.6,2.05,3.4,4.0,2011_2012,77,77,76,74,15.0,72,68,68,66,0.8
SP1,2011-10-30,Ath Madrid,Zaragoza,3.0,1.0,H,2.0,0.0,H,18.0,12.0,7.0,4.0,18.0,12.0,5.0,4.0,3.0,3.0,0.0,0.0,1.4,4.5,8.0,1.42,4.33,7.5,1.45,3.9,6.5,1.44,4.0,8.0,1.44,4.6,8.0,2011_2012,79,70,72,74,27.0,73,69,66,68,4.5
SP1,2011-10-30,Malaga,Espanol,2.0,1.0,H,1.0,1.0,D,19.0,7.0,8.0,3.0,12.0,21.0,9.0,3.0,0.0,5.0,0.0,0.0,1.73,3.5,5.0,1.75,3.5,4.75,1.7,3.5,4.4,1.83,3.2,5.0,1.85,3.4,5.0,2011_2012,78,67,74,73,45.0,75,70,72,69,8.0
SP1,2011-10-30,Osasuna,Levante,2.0,0.0,H,2.0,0.0,H,13.0,14.0,5.0,1.0,13.0,13.0,5.0,5.0,1.0,3.0,1.0,0.0,2.3,3.2,3.2,2.4,3.1,3.2,2.45,3.2,2.65,2.4,3.1,3.1,2.4,3.25,3.2,2011_2012,73,67,69,69,4.5,74,66,68,69,2.5
SP1,2011-10-30,Santander,Betis,1.0,0.0,H,0.0,0.0,D,6.0,22.0,2.0,5.0,21.0,12.0,8.0,7.0,4.0,1.0,0.0,0.0,2.6,3.2,2.75,2.55,3.25,2.7,2.4,3.2,2.7,2.5,3.2,2.8,2.62,3.3,2.88,2011_2012,72,64,68,67,0.9,73,68,72,69,3.0
SP1,2011-10-30,Sp Gijon,Ath Bilbao,1.0,1.0,D,0.0,0.0,D,11.0,7.0,4.0,3.0,9.0,21.0,2.0,5.0,1.0,3.0,0.0,0.0,2.6,3.2,2.75,2.55,3.2,2.75,2.5,3.3,2.5,2.7,3.1,2.7,2.75,3.3,2.75,2011_2012,73,69,69,68,1.4,77,70,71,70,9.5
SP1,2011-10-31,Sevilla,Granada,1.0,2.0,A,1.0,0.0,H,31.0,15.0,13.0,4.0,7.0,12.0,4.0,7.0,1.0,1.0,0.0,0.0,1.4,4.5,8.0,1.37,4.5,8.5,1.33,4.6,7.8,1.4,4.2,9.0,1.4,4.6,9.0,2011_2012,78,75,72,71,16.0,73,66,68,67,2.5
SP1,2011-05-11,Betis,Malaga,0.0,0.0,D,0.0,0.0,D,10.0,9.0,0.0,4.0,16.0,19.0,2.0,7.0,2.0,1.0,0.0,0.0,2.63,3.25,2.63,2.65,3.2,2.65,2.6,3.2,2.5,2.7,3.25,2.6,2.62,3.3,2.75,2011_2012,73,68,72,69,3.0,78,67,74,73,45.0
SP1,2011-05-11,Levante,Valencia,0.0,2.0,A,0.0,1.0,A,13.0,8.0,3.0,3.0,13.0,19.0,9.0,5.0,6.0,3.0,0.0,0.0,3.0,3.25,2.38,3.0,3.3,2.4,2.65,3.3,2.4,2.9,3.25,2.4,3.12,3.4,2.4,2011_2012,74,66,68,69,2.5,79,74,72,74,20.0
SP1,2011-05-11,Mallorca,Sevilla,0.0,0.0,D,0.0,0.0,D,15.0,11.0,5.0,1.0,20.0,6.0,9.0,8.0,5.0,2.0,0.0,0.0,3.0,3.2,2.38,2.95,3.3,2.45,2.75,3.2,2.35,2.88,3.25,2.45,3.1,3.25,2.5,2011_2012,73,66,69,68,1.5,78,75,72,71,16.0
SP1,2011-06-11,Ath Bilbao,Barcelona,2.0,2.0,D,1.0,1.0,D,4.0,16.0,4.0,9.0,26.0,12.0,3.0,5.0,3.0,1.0,1.0,0.0,11.0,6.5,1.22,10.5,5.75,1.25,11.5,5.5,1.22,12.0,5.5,1.25,13.0,6.5,1.25,2011_2012,77,70,71,70,9.5,86,81,84,80,77.0
SP1,2011-06-11,Espanol,Villarreal,0.0,0.0,D,0.0,0.0,D,19.0,10.0,2.0,1.0,14.0,9.0,7.0,2.0,1.0,3.0,1.0,0.0,1.85,3.4,4.33,1.8,3.4,4.5,1.8,3.4,4.0,1.85,3.4,4.4,1.85,3.5,4.75,2011_2012,75,70,72,69,8.0,77,77,76,74,15.0
SP1,2011-06-11,Getafe,Ath Madrid,3.0,2.0,H,1.0,1.0,D,14.0,11.0,5.0,6.0,17.0,19.0,4.0,5.0,5.0,6.0,1.0,0.0,3.0,3.25,2.38,3.1,3.4,2.3,2.8,3.2,2.3,2.9,3.25,2.4,3.2,3.4,2.4,2011_2012,75,67,72,68,10.0,79,70,72,74,27.0
SP1,2011-06-11,Granada,Santander,0.0,0.0,D,0.0,0.0,D,16.0,14.0,3.0,2.0,13.0,20.0,5.0,5.0,4.0,5.0,0.0,1.0,2.1,3.25,3.5,2.05,3.25,3.6,2.1,3.2,3.2,2.15,3.25,3.4,2.1,3.3,3.8,2011_2012,73,66,68,67,2.5,72,64,68,67,0.9
SP1,2011-06-11,Real Madrid,Osasuna,7.0,1.0,H,3.0,1.0,H,18.0,4.0,11.0,2.0,9.0,13.0,6.0,1.0,0.0,1.0,0.0,1.0,1.06,11.0,29.0,1.09,9.5,21.0,1.1,7.3,15.0,1.08,10.0,26.0,1.1,12.0,34.0,2011_2012,85,78,79,76,98.4,73,67,69,69,4.5
SP1,2011-06-11,Vallecano,Sociedad,4.0,0.0,H,1.0,0.0,H,13.0,10.0,9.0,3.0,24.0,9.0,5.0,2.0,1.0,1.0,0.0,1.0,1.91,3.4,4.0,1.91,3.4,4.0,1.95,3.2,3.7,2.0,3.3,3.75,2.05,3.4,4.0,2011_2012,72,68,68,66,0.8,73,67,66,70,3.0
SP1,2011-06-11,Zaragoza,Sp Gijon,2.0,2.0,D,1.0,2.0,A,13.0,7.0,7.0,2.0,15.0,17.0,5.0,3.0,4.0,2.0,0.0,0.0,2.1,3.3,3.5,2.1,3.25,3.5,2.1,3.2,3.2,2.05,3.3,3.6,2.2,3.3,3.6,2011_2012,73,69,66,68,4.5,73,69,69,68,1.4
SP1,2011-11-19,Barcelona,Zaragoza,4.0,0.0,H,2.0,0.0,H,27.0,4.0,11.0,0.0,20.0,17.0,6.0,1.0,2.0,3.0,0.0,0.0,1.06,12.0,26.0,1.05,11.5,31.0,1.08,7.5,20.0,1.08,10.0,23.0,1.07,15.0,41.0,2011_2012,86,81,84,80,77.0,73,69,66,68,4.5
SP1,2011-11-19,Valencia,Real Madrid,2.0,3.0,A,0.0,1.0,A,14.0,11.0,5.0,4.0,22.0,19.0,5.0,2.0,3.0,7.0,0.0,0.0,6.0,4.0,1.53,5.75,4.1,1.57,5.7,3.8,1.5,6.0,4.0,1.53,6.5,4.2,1.57,2011_2012,79,74,72,74,20.0,85,78,79,76,98.4
SP1,2011-11-19,Villarreal,Betis,1.0,0.0,H,1.0,0.0,H,11.0,14.0,5.0,4.0,17.0,24.0,3.0,5.0,5.0,2.0,0.0,0.0,2.0,3.3,3.8,2.0,3.3,4.0,1.9,3.3,3.7,2.05,3.3,3.6,2.0,3.4,4.0,2011_2012,77,77,76,74,15.0,73,68,72,69,3.0
SP1,2011-11-20,Ath Madrid,Levante,3.0,2.0,H,0.0,0.0,D,26.0,9.0,13.0,5.0,18.0,9.0,7.0,2.0,4.0,2.0,0.0,0.0,1.57,4.0,5.5,1.6,3.7,5.75,1.55,3.7,5.4,1.57,3.75,6.0,1.62,4.0,6.0,2011_2012,79,70,72,74,27.0,74,66,68,69,2.5
SP1,2011-11-20,Osasuna,Vallecano,0.0,0.0,D,0.0,0.0,D,10.0,9.0,5.0,2.0,17.0,14.0,6.0,5.0,3.0,5.0,0.0,0.0,1.91,3.4,4.0,1.91,3.3,4.1,2.0,3.3,3.3,2.0,3.3,3.75,2.0,3.4,4.0,2011_2012,73,67,69,69,4.5,72,68,68,66,0.8
SP1,2011-11-20,Sevilla,Ath Bilbao,1.0,2.0,A,1.0,1.0,D,8.0,14.0,5.0,5.0,13.0,9.0,1.0,6.0,2.0,2.0,0.0,0.0,1.91,3.5,4.0,2.0,3.25,3.8,1.8,3.4,4.0,1.95,3.5,3.8,2.0,3.5,4.0,2011_2012,78,75,72,71,16.0,77,70,71,70,9.5
SP1,2011-11-20,Sociedad,Espanol,0.0,0.0,D,0.0,0.0,D,12.0,19.0,1.0,5.0,15.0,10.0,7.0,6.0,4.0,1.0,0.0,0.0,2.25,3.25,3.2,2.25,3.3,3.3,2.4,3.2,2.7,2.3,3.25,3.1,2.3,3.3,3.4,2011_2012,73,67,66,70,3.0,75,70,72,69,8.0
SP1,2011-11-20,Sp Gijon,Getafe,2.0,1.0,H,1.0,1.0,D,19.0,9.0,8.0,1.0,12.0,22.0,8.0,1.0,3.0,8.0,0.0,1.0,2.2,3.2,3.4,2.1,3.3,3.4,2.1,3.2,3.2,2.2,3.25,3.3,2.25,3.3,3.5,2011_2012,73,69,69,68,1.4,75,67,72,68,10.0
SP1,2011-11-21,Santander,Malaga,1.0,3.0,A,0.0,0.0,D,11.0,19.0,4.0,7.0,16.0,8.0,5.0,8.0,3.0,2.0,0.0,0.0,3.2,3.2,2.25,3.1,3.2,2.4,2.7,3.2,2.4,2.9,3.25,2.4,3.25,3.3,2.38,2011_2012,72,64,68,67,0.9,78,67,74,73,45.0
SP1,2011-11-26,Getafe,Barcelona,1.0,0.0,H,0.0,0.0,D,7.0,21.0,1.0,7.0,16.0,6.0,2.0,13.0,4.0,2.0,0.0,0.0,13.0,6.5,1.2,14.5,6.5,1.18,11.0,5.3,1.22,13.0,6.0,1.22,17.0,7.0,1.2,2011_2012,75,67,72,68,10.0,86,81,84,80,77.0
SP1,2011-11-26,Real Madrid,Ath Madrid,4.0,1.0,H,1.0,1.0,D,16.0,4.0,7.0,1.0,8.0,25.0,2.0,2.0,1.0,5.0,0.0,2.0,1.17,6.5,17.0,1.18,6.75,13.5,1.2,5.5,12.0,1.2,6.5,13.0,1.18,8.0,17.0,2011_2012,85,78,79,76,98.4,79,70,72,74,27.0
SP1,2011-11-26,Vallecano,Valencia,1.0,2.0,A,0.0,1.0,A,12.0,10.0,3.0,3.0,14.0,16.0,9.0,3.0,2.0,4.0,0.0,0.0,3.4,3.4,2.1,3.5,3.2,2.2,3.0,3.2,2.2,3.2,3.25,2.25,3.5,3.4,2.15,2011_2012,72,68,68,66,0.8,79,74,72,74,20.0
SP1,2011-11-27,Ath Bilbao,Granada,0.0,1.0,A,0.0,1.0,A,18.0,13.0,4.0,5.0,11.0,15.0,8.0,3.0,2.0,4.0,0.0,0.0,1.44,4.2,7.5,1.45,4.1,7.25,1.45,3.9,6.5,1.44,4.0,8.0,1.44,4.4,8.5,2011_2012,77,70,71,70,9.5,73,66,68,67,2.5
SP1,2011-11-27,Betis,Sociedad,2.0,3.0,A,0.0,0.0,D,20.0,11.0,5.0,7.0,20.0,8.0,7.0,4.0,3.0,3.0,0.0,0.0,2.0,3.4,3.75,1.95,3.4,3.8,1.9,3.3,3.7,1.95,3.4,4.0,1.95,3.5,4.33,2011_2012,73,68,72,69,3.0,73,67,66,70,3.0
SP1,2011-11-27,Espanol,Osasuna,1.0,2.0,A,0.0,1.0,A,8.0,6.0,3.0,3.0,14.0,14.0,7.0,1.0,4.0,4.0,0.0,1.0,1.83,3.5,4.33,1.8,3.3,4.75,1.85,3.4,3.8,1.85,3.4,4.33,1.91,3.4,4.75,2011_2012,75,70,72,69,8.0,73,67,69,69,4.5
SP1,2011-11-27,Levante,Sp Gijon,4.0,0.0,H,1.0,0.0,H,10.0,17.0,6.0,3.0,16.0,10.0,8.0,6.0,3.0,2.0,0.0,0.0,1.83,3.5,4.33,1.91,3.3,4.5,1.9,3.3,3.7,1.85,3.4,4.33,1.95,3.4,4.5,2011_2012,74,66,68,69,2.5,73,69,69,68,1.4
SP1,2011-11-27,Mallorca,Santander,2.0,1.0,H,1.0,0.0,H,12.0,13.0,6.0,4.0,27.0,20.0,5.0,9.0,3.0,2.0,1.0,0.0,1.83,3.4,4.5,1.8,3.3,4.75,1.9,3.3,3.7,1.85,3.4,4.33,1.85,3.4,5.0,2011_2012,73,66,69,68,1.5,72,64,68,67,0.9
SP1,2011-11-27,Zaragoza,Sevilla,0.0,1.0,A,0.0,1.0,A,13.0,14.0,2.0,7.0,20.0,15.0,11.0,8.0,5.0,2.0,1.0,0.0,2.9,3.25,2.4,2.9,3.25,2.5,2.7,3.2,2.4,3.0,3.25,2.35,3.12,3.25,2.5,2011_2012,73,69,66,68,4.5,78,75,72,71,16.0
SP1,2011-11-28,Malaga,Villarreal,2.0,1.0,H,2.0,1.0,H,10.0,12.0,5.0,8.0,9.0,18.0,5.0,3.0,2.0,3.0,1.0,0.0,1.73,3.5,5.0,1.67,3.6,5.25,1.75,3.4,4.3,1.75,3.5,4.75,1.7,3.6,5.4,2011_2012,78,67,74,73,45.0,77,77,76,74,15.0
SP1,2011-11-29,Barcelona,Vallecano,4.0,0.0,H,3.0,0.0,H,12.0,10.0,6.0,4.0,9.0,16.0,5.0,2.0,2.0,3.0,0.0,0.0,1.06,11.0,29.0,1.05,12.0,29.0,1.1,7.5,16.0,1.06,11.0,29.0,1.06,15.0,41.0,2011_2012,86,81,84,80,77.0,72,68,68,66,0.8
SP1,2011-03-12,Barcelona,Levante,5.0,0.0,H,3.0,0.0,H,18.0,6.0,9.0,3.0,12.0,10.0,10.0,4.0,2.0,3.0,0.0,0.0,1.1,8.5,26.0,1.08,9.25,26.0,1.1,7.5,16.0,1.1,8.5,26.0,1.09,12.0,41.0,2011_2012,86,81,84,80,77.0,74,66,68,69,2.5
SP1,2011-03-12,Santander,Villarreal,1.0,0.0,H,1.0,0.0,H,8.0,6.0,1.0,2.0,24.0,18.0,4.0,3.0,2.0,3.0,0.0,0.0,2.75,3.2,2.6,2.55,3.25,2.7,2.5,3.2,2.6,2.8,3.0,2.7,2.88,3.25,2.63,2011_2012,72,64,68,67,0.9,77,77,76,74,15.0
SP1,2011-03-12,Sp Gijon,Real Madrid,0.0,3.0,A,0.0,1.0,A,10.0,20.0,5.0,7.0,18.0,12.0,2.0,8.0,4.0,3.0,1.0,0.0,13.0,6.0,1.22,13.0,6.25,1.2,12.0,5.5,1.2,12.0,6.0,1.22,15.0,6.5,1.22,2011_2012,73,69,69,68,1.4,85,78,79,76,98.4
SP1,2011-03-12,Valencia,Espanol,2.0,1.0,H,1.0,0.0,H,8.0,9.0,5.0,4.0,25.0,6.0,9.0,4.0,6.0,5.0,0.0,0.0,1.5,4.0,7.0,1.5,3.9,6.75,1.55,3.7,5.4,1.53,3.8,6.5,1.5,4.2,7.5,2011_2012,79,74,72,74,20.0,75,70,72,69,8.0
SP1,2011-04-12,Ath Madrid,Vallecano,3.0,1.0,H,1.0,0.0,H,21.0,14.0,8.0,4.0,16.0,18.0,1.0,3.0,1.0,3.0,0.0,0.0,1.57,4.0,5.5,1.55,3.8,6.25,1.55,3.7,5.4,1.57,3.75,6.0,1.57,4.33,6.5,2011_2012,79,70,72,74,27.0,72,68,68,66,0.8
SP1,2011-04-12,Granada,Zaragoza,1.0,0.0,H,1.0,0.0,H,11.0,18.0,5.0,5.0,8.0,16.0,5.0,6.0,2.0,2.0,0.0,0.0,2.1,3.25,3.5,2.1,3.3,3.7,2.1,3.3,3.1,2.25,3.25,3.2,2.2,3.25,3.75,2011_2012,73,66,68,67,2.5,73,69,66,68,4.5
SP1,2011-04-12,Mallorca,Ath Bilbao,1.0,1.0,D,1.0,1.0,D,12.0,7.0,4.0,4.0,30.0,12.0,8.0,5.0,7.0,5.0,0.0,0.0,2.75,3.3,2.5,2.8,3.25,2.6,2.4,3.2,2.7,2.7,3.2,2.6,2.88,3.3,2.6,2011_2012,73,66,69,68,1.5,77,70,71,70,9.5
SP1,2011-04-12,Osasuna,Betis,2.0,1.0,H,1.0,0.0,H,8.0,15.0,3.0,8.0,9.0,5.0,5.0,12.0,3.0,2.0,0.0,0.0,2.1,3.25,3.6,2.05,3.3,3.55,1.9,3.3,3.7,2.05,3.1,3.25,2.15,3.4,3.75,2011_2012,73,67,69,69,4.5,73,68,72,69,3.0
SP1,2011-04-12,Sociedad,Malaga,3.0,2.0,H,1.0,1.0,D,13.0,11.0,4.0,6.0,12.0,10.0,5.0,4.0,2.0,3.0,0.0,0.0,3.0,3.2,2.4,2.95,3.25,2.35,2.9,3.2,2.25,2.88,3.25,2.45,3.12,3.25,2.5,2011_2012,73,67,66,70,3.0,78,67,74,73,45.0
SP1,2011-05-12,Sevilla,Getafe,3.0,0.0,H,1.0,0.0,H,15.0,6.0,7.0,1.0,10.0,17.0,9.0,3.0,2.0,4.0,0.0,0.0,1.62,3.8,5.5,1.6,3.75,5.5,1.6,3.6,5.0,1.62,3.75,5.5,1.67,3.8,6.0,2011_2012,78,75,72,71,16.0,75,67,72,68,10.0
SP1,2011-07-12,Granada,Mallorca,2.0,2.0,D,0.0,1.0,A,13.0,11.0,6.0,4.0,10.0,23.0,3.0,5.0,4.0,3.0,0.0,0.0,2.25,3.1,3.4,2.15,3.2,3.4,2.3,3.2,2.8,2.25,3.2,3.25,2.3,3.2,3.5,2011_2012,73,66,68,67,2.5,73,66,69,68,1.5
SP1,2011-10-12,Betis,Valencia,2.0,1.0,H,0.0,0.0,D,18.0,7.0,4.0,2.0,11.0,16.0,13.0,5.0,3.0,3.0,0.0,0.0,3.2,3.25,2.25,3.3,3.3,2.25,2.9,3.3,2.2,3.3,3.25,2.2,3.25,3.25,2.4,2011_2012,73,68,72,69,3.0,79,74,72,74,20.0
SP1,2011-10-12,Levante,Sevilla,1.0,0.0,H,0.0,0.0,D,7.0,15.0,3.0,6.0,14.0,18.0,4.0,2.0,2.0,4.0,0.0,0.0,2.8,3.3,2.5,2.8,3.25,2.6,2.8,3.2,2.3,2.8,3.25,2.5,3.0,3.3,2.5,2011_2012,74,66,68,69,2.5,78,75,72,71,16.0
SP1,2011-10-12,Real Madrid,Barcelona,1.0,3.0,A,1.0,1.0,D,17.0,12.0,5.0,7.0,22.0,13.0,3.0,5.0,4.0,3.0,0.0,0.0,2.4,3.5,2.8,2.35,3.5,2.85,2.3,3.3,2.75,2.4,3.4,2.88,2.4,3.5,3.0,2011_2012,85,78,79,76,98.4,86,81,84,80,77.0
SP1,2011-11-12,Ath Bilbao,Santander,1.0,1.0,D,0.0,0.0,D,16.0,6.0,2.0,2.0,13.0,23.0,10.0,1.0,2.0,4.0,0.0,0.0,1.4,4.5,8.0,1.4,4.25,8.25,1.45,3.9,6.5,1.4,4.5,8.0,1.4,4.75,10.0,2011_2012,77,70,71,70,9.5,72,64,68,67,0.9
SP1,2011-11-12,Espanol,Ath Madrid,4.0,2.0,H,3.0,1.0,H,18.0,9.0,11.0,4.0,18.0,18.0,7.0,3.0,3.0,4.0,0.0,0.0,2.8,3.25,2.5,2.8,3.25,2.6,2.5,3.2,2.6,2.62,3.3,2.6,2.88,3.3,2.5,2011_2012,75,70,72,69,8.0,79,70,72,74,27.0
SP1,2011-11-12,Getafe,Granada,1.0,0.0,H,0.0,0.0,D,19.0,7.0,7.0,2.0,12.0,9.0,5.0,3.0,4.0,2.0,0.0,0.0,1.73,3.5,5.0,1.72,3.5,5.0,1.75,3.4,4.3,1.8,3.5,4.5,1.8,3.6,5.0,2011_2012,75,67,72,68,10.0,73,66,68,67,2.5
SP1,2011-11-12,Malaga,Osasuna,1.0,1.0,D,0.0,1.0,A,19.0,7.0,5.0,1.0,8.0,13.0,9.0,1.0,1.0,1.0,0.0,0.0,1.62,3.75,5.5,1.57,3.75,6.0,1.65,3.5,4.6,1.62,3.75,5.5,1.62,4.0,6.0,2011_2012,78,67,74,73,45.0,73,67,69,69,4.5
SP1,2011-11-12,Vallecano,Sp Gijon,1.0,3.0,A,0.0,2.0,A,19.0,13.0,7.0,7.0,9.0,14.0,9.0,7.0,2.0,2.0,0.0,0.0,2.0,3.2,4.0,2.0,3.2,3.9,2.0,3.3,3.3,2.05,3.3,3.75,2.1,3.3,4.0,2011_2012,72,68,68,66,0.8,73,69,69,68,1.4
SP1,2011-11-12,Villarreal,Sociedad,1.0,1.0,D,0.0,0.0,D,19.0,8.0,7.0,2.0,16.0,15.0,9.0,3.0,2.0,2.0,0.0,1.0,1.8,3.5,4.5,1.78,3.4,4.6,1.8,3.4,4.0,1.8,3.5,4.5,1.8,3.6,5.0,2011_2012,77,77,76,74,15.0,73,67,66,70,3.0
SP1,2011-11-12,Zaragoza,Mallorca,0.0,1.0,A,0.0,1.0,A,7.0,14.0,3.0,6.0,16.0,13.0,4.0,4.0,2.0,1.0,0.0,0.0,2.1,3.25,3.6,2.1,3.2,3.6,2.15,3.2,3.1,2.2,3.25,3.4,2.2,3.4,3.6,2011_2012,73,69,66,68,4.5,73,66,69,68,1.5
SP1,2011-12-17,Ath Bilbao,Zaragoza,2.0,1.0,H,1.0,1.0,D,11.0,6.0,5.0,2.0,10.0,23.0,11.0,4.0,1.0,4.0,1.0,1.0,1.4,4.33,8.5,1.42,4.25,7.75,1.45,3.9,6.5,1.45,4.2,7.5,1.44,4.5,8.5,2011_2012,77,70,71,70,9.5,73,69,66,68,4.5
SP1,2011-12-17,Mallorca,Getafe,1.0,2.0,A,1.0,2.0,A,12.0,6.0,4.0,2.0,22.0,15.0,9.0,3.0,5.0,4.0,0.0,0.0,2.1,3.4,3.4,2.05,3.2,3.7,2.0,3.3,3.3,2.15,3.25,3.4,2.1,3.3,4.0,2011_2012,73,66,69,68,1.5,75,67,72,68,10.0
